StartCycle	ChannelID	MemoryReads	MemoryWrites	MemoryReadBandwidth	MemoryWriteBandwidth	PIMReads	PIMReadBandwidth	
65000	17	4160	2048	4160000000	2048000000	128	128000000	
66000	17	24704	1024	24704000000	1024000000	640	640000000	
67000	17	23168	0	23168000000	0	1920	1920000000	
68000	17	17600	0	17600000000	0	1408	1408000000	
69000	17	10624	2240	10624000000	2240000000	1664	1664000000	
70000	17	16576	3840	16576000000	3840000000	1088	1088000000	
71000	17	16704	10752	16704000000	10752000000	1984	1984000000	
72000	17	5312	11200	5312000000	11200000000	512	512000000	
73000	17	0	448	0	448000000	1536	1536000000	
74000	17	64	0	64000000	0	1024	1024000000	
75000	17	0	768	0	768000000	1536	1536000000	
76000	17	24512	6272	24512000000	6272000000	0	0	
77000	17	31872	0	31872000000	0	0	0	
78000	17	30912	0	30912000000	0	0	0	
79000	17	31360	0	31360000000	0	0	0	
80000	17	31872	1024	31872000000	1024000000	0	0	
81000	17	31424	0	31424000000	0	0	0	
82000	17	31872	576	31872000000	576000000	0	0	
83000	17	31360	2048	31360000000	2048000000	0	0	
84000	17	31936	1024	31936000000	1024000000	0	0	
85000	17	1408	3776	1408000000	3776000000	0	0	
86000	17	0	0	0	0	0	0	
87000	17	0	3520	0	3520000000	0	0	
88000	17	0	0	0	0	256	256000000	
89000	17	3968	1152	3968000000	1152000000	256	256000000	
90000	17	12352	14592	12352000000	14592000000	256	256000000	
91000	17	0	0	0	0	128	128000000	
92000	17	0	0	0	0	320	320000000	
93000	17	0	0	0	0	192	192000000	
94000	17	0	0	0	0	384	384000000	
95000	17	0	0	0	0	192	192000000	
96000	17	0	0	0	0	320	320000000	
97000	17	0	0	0	0	192	192000000	
98000	17	0	0	0	0	320	320000000	
99000	17	0	64	0	64000000	192	192000000	
100000	17	0	0	0	0	320	320000000	
101000	17	0	0	0	0	256	256000000	
102000	17	0	0	0	0	320	320000000	
103000	17	0	256	0	256000000	192	192000000	
104000	17	0	0	0	0	320	320000000	
105000	17	64	640	64000000	640000000	192	192000000	
106000	17	17856	0	17856000000	0	320	320000000	
107000	17	27712	0	27712000000	0	192	192000000	
108000	17	31936	128	31936000000	128000000	0	0	
109000	17	30912	0	30912000000	0	0	0	
110000	17	31936	1024	31936000000	1024000000	0	0	
111000	17	30848	0	30848000000	0	0	0	
112000	17	31936	0	31936000000	0	0	0	
113000	17	31552	0	31552000000	0	0	0	
114000	17	31936	0	31936000000	0	0	0	
115000	17	11904	0	11904000000	0	0	0	
116000	17	0	0	0	0	0	0	
117000	17	0	0	0	0	0	0	
118000	17	0	0	0	0	0	0	
119000	17	0	0	0	0	0	0	
120000	17	8128	0	8128000000	0	0	0	
121000	17	24896	16384	24896000000	16384000000	0	0	
122000	17	22848	16384	22848000000	16384000000	0	0	
123000	17	31424	0	31424000000	0	0	0	
124000	17	27904	0	27904000000	0	0	0	
125000	17	27200	0	27200000000	0	0	0	
126000	17	20736	1024	20736000000	1024000000	0	0	
127000	17	27520	0	27520000000	0	0	0	
128000	17	31296	0	31296000000	0	0	0	
129000	17	31872	0	31872000000	0	0	0	
130000	17	8448	0	8448000000	0	0	0	
131000	17	0	0	0	0	0	0	
132000	17	0	0	0	0	0	0	
133000	17	0	0	0	0	0	0	
134000	17	0	0	0	0	0	0	
