seq_len,ch_idx
1888,26
1154,11
1111,11
991,11
953,28
885,27
1124,18
852,16
810,17
824,15
799,9
773,8
749,22
753,28
751,31
733,20
735,25
732,28
738,29
735,7
727,15
724,8
739,19
700,26
678,26
707,23
693,3
651,12
661,18
624,18
610,2
610,17
579,1
903,5
591,16
569,16
571,11
563,18
558,14
584,11
537,7
1684,1
568,13
530,12
513,8
495,27
495,20
491,28
1755,7
495,13
508,18
477,29
476,25
629,21
540,2
486,21
457,27
501,2
451,0
2048,9
607,2
430,2
413,8
411,10
657,2
468,1
413,1
411,20
406,16
406,0
431,14
404,28
398,31
384,30
383,18
460,19
407,18
396,24
467,26
377,21
372,31
1504,27
425,25
379,27
373,30
407,9
355,8
352,4
350,20
343,12
560,3
388,2
378,3
1675,13
396,5
387,10
364,3
335,27
331,13
330,22
372,22
337,6
327,4
324,2
318,22
313,26
331,10
306,13
636,23
331,4
314,22
304,12
303,18
300,10
298,5
2048,30
1703,24
346,17
326,23
319,9
297,18
297,25
281,26
1587,19
332,6
301,17
279,10
276,29
273,10
270,4
267,29
506,6
305,0
285,6
267,4
265,29
263,6
263,22
258,4
563,0
526,14
265,20
253,14
252,10
244,21
244,11
1139,29
346,20
262,5
245,30
240,21
240,7
240,9
239,26
238,22
235,6
235,3
1108,4
264,14
246,12
244,7
244,13
242,1
237,11
226,14
222,12
294,11
288,31
229,11
222,11
221,24
214,5
249,22
242,0
226,24
212,22
207,3
201,25
423,0
229,29
225,17
223,28
216,2
215,6
210,0
210,31
203,4
195,20
715,14
229,10
226,12
210,22
199,10
197,17
186,12
207,12
201,23
192,16
188,26
184,1
181,6
178,12
177,14
176,23
349,8
222,30
187,27
186,3
180,16
179,8
179,30
174,27
174,18
167,0
167,3
280,4
214,6
212,4
200,6
191,4
171,16
171,27
169,19
160,18
157,0
151,31
1420,27
209,15
182,14
154,8
151,15
147,14
141,5
1667,16
358,5
295,17
239,21
180,29
151,9
148,5
147,3
146,4
142,31
135,14
135,17
132,8
388,15
341,21
159,15
142,25
130,21
130,23
129,15
121,5
121,22
202,25
201,25
182,30
166,25
164,3
152,17
150,15
136,30
136,13
132,16
131,1
117,25
115,5
113,6
112,3
147,10
141,1
126,19
126,10
116,8
114,24
113,16
112,1
112,7
110,19
110,28
109,2
103,6
173,5
172,22
123,7
118,20
111,5
108,22
103,23
99,4
99,21
93,15
2048,12
476,19
137,24
107,26
106,5
101,25
95,23
90,15
81,24
164,30
94,19
89,6
87,15
84,0
80,24
74,8
782,24
164,23
98,30
98,13
80,6
78,23
74,10
70,0
67,24
61,30
965,28
438,19
248,7
202,20
71,22
70,3
70,24
63,10
61,19
61,7
56,29
55,20
52,26
388,9
330,9
100,23
62,25
41,13
495,17
65,17
60,15
58,17
55,9
54,23
53,15
51,25
46,17
43,1
40,20
36,19
31,13
522,0
182,21
118,0
87,21
58,28
44,23
39,10
38,21
33,0
25,31
190,21
142,28
108,21
72,3
70,5
70,14
21,13
20,29
19,2
15,28
216,31
151,31
129,31
68,31
59,20
38,31
37,20
36,29
27,9
20,31
19,10
15,6
8,25
1,20
