seq_len,ch_idx
415,26
401,22
359,10
317,23
272,21
269,27
266,31
264,30
254,7
224,30
207,8
207,25
198,23
196,17
195,29
192,3
192,21
190,29
189,18
188,14
187,20
179,0
179,1
176,29
175,4
167,24
162,19
162,25
156,17
151,7
151,31
150,25
150,20
143,22
140,12
138,4
142,25
142,14
135,16
135,20
133,20
132,30
132,25
132,29
131,7
131,27
130,5
128,3
126,13
128,14
126,1
126,6
123,31
121,15
118,21
118,16
117,1
116,14
116,1
114,18
112,4
111,19
111,15
111,20
111,0
109,6
109,26
108,16
108,17
106,30
106,14
117,19
110,8
106,30
105,11
105,2
105,5
104,10
104,30
104,8
104,21
104,2
101,10
101,22
101,27
97,3
96,30
96,12
111,9
99,15
97,9
95,4
95,27
95,7
94,2
93,11
93,6
92,28
92,4
92,27
91,22
91,24
91,13
90,23
90,25
90,6
90,8
89,29
88,0
88,17
88,24
88,7
87,13
86,19
92,23
89,8
88,5
87,26
86,6
86,29
84,21
84,26
83,7
83,29
83,31
83,8
82,30
82,4
82,27
81,26
81,17
81,10
81,19
80,23
80,6
80,29
80,31
80,8
80,20
79,30
79,18
79,0
79,11
79,5
78,12
77,26
77,24
77,13
78,4
76,31
75,21
75,13
74,2
74,15
73,9
73,22
73,1
73,12
72,23
71,11
70,27
70,10
70,16
70,19
70,15
70,4
69,22
69,1
69,14
69,0
69,31
69,23
68,21
68,3
68,11
68,20
67,5
67,13
67,25
70,12
70,9
67,10
67,9
67,13
66,19
65,4
65,14
65,22
65,5
64,17
64,28
64,29
64,10
64,7
64,9
64,13
64,15
63,19
63,14
63,5
63,17
62,6
62,27
62,10
62,31
61,11
61,7
61,18
60,9
60,13
60,8
60,4
60,14
60,22
60,5
59,6
59,29
59,31
58,30
57,18
56,24
55,16
61,2
58,7
56,28
56,2
56,17
53,11
53,15
53,9
52,6
52,28
52,2
52,0
52,3
51,7
51,1
51,23
51,27
51,11
51,18
50,12
50,15
50,19
50,6
50,13
49,17
49,0
49,5
49,8
48,1
48,4
48,23
48,29
48,22
46,20
45,25
45,26
50,2
49,15
47,21
46,12
46,15
45,1
44,16
44,2
44,6
44,12
43,0
43,1
43,28
43,3
43,18
43,20
42,25
41,6
41,15
41,19
41,0
41,9
41,24
41,1
40,10
40,21
40,29
40,14
40,4
40,11
40,23
40,20
40,30
39,16
39,26
39,2
39,6
39,12
39,15
39,19
39,9
39,8
39,1
38,28
38,3
38,21
38,29
38,18
38,4
38,5
37,11
37,22
37,23
37,20
37,25
37,27
36,16
34,26
41,12
40,8
37,10
36,24
36,26
36,5
35,0
35,4
35,28
35,8
35,16
35,17
35,10
35,3
34,26
33,2
33,12
33,5
33,6
33,0
33,4
32,8
32,16
32,17
32,10
32,20
32,23
32,11
31,26
31,25
31,30
31,2
30,15
30,5
30,6
30,0
30,4
30,1
30,16
30,17
29,21
29,19
29,10
29,24
28,20
28,23
28,11
28,14
28,18
27,27
27,22
27,7
27,25
26,31
39,3
37,3
27,3
27,16
26,3
26,24
25,27
25,16
24,3
24,24
24,28
24,13
23,7
23,14
23,18
23,22
22,30
22,16
22,2
22,3
22,12
22,24
22,28
22,13
22,9
22,17
21,0
21,10
21,19
21,7
21,14
21,18
21,21
21,22
21,25
21,27
21,30
20,31
20,2
20,3
20,5
20,12
20,24
20,15
20,28
20,13
19,9
19,17
19,0
19,10
19,19
19,7
19,8
19,14
18,18
18,21
18,26
18,22
17,23
17,11
17,25
17,30
16,29
15,31
37,28
23,28
19,28
19,24
17,18
16,9
16,31
15,28
15,24
15,18
15,11
15,9
15,12
15,13
15,1
15,31
14,27
14,20
14,21
14,26
14,28
14,24
13,18
13,11
13,2
13,9
13,16
12,12
12,13
12,0
12,15
12,5
12,17
11,19
11,1
11,7
11,8
11,14
11,31
11,27
11,20
11,21
10,26
10,23
10,22
10,25
10,29
10,28
10,24
10,18
10,11
10,2
10,9
9,16
9,12
9,13
9,3
8,0
8,15
8,5
8,6
8,17
7,19
7,1
7,7
7,8
7,14
7,31
7,27
7,10
6,20
6,21
6,26
6,23
6,22
6,25
5,29
5,30
