seq_len,ch_idx
2048,15
2048,23
1574,31
856,8
865,4
826,15
1406,28
715,18
750,6
714,22
704,7
677,29
664,8
652,27
651,16
1022,29
608,17
606,5
571,23
558,14
601,26
549,9
643,0
562,11
516,18
508,9
551,11
500,1
488,12
538,5
470,14
518,26
452,11
447,13
432,28
428,11
485,13
461,16
446,28
433,30
407,6
468,16
427,14
401,4
450,31
384,31
371,9
482,30
400,30
345,0
510,15
339,14
338,2
359,12
311,8
354,26
338,20
617,12
407,0
325,8
305,26
289,21
352,6
294,26
291,8
289,30
271,4
320,24
309,24
290,25
279,7
278,17
277,24
274,25
315,12
314,10
292,24
286,12
278,26
287,31
273,19
257,23
257,26
248,14
347,16
315,21
300,9
285,22
283,16
267,17
251,21
249,14
236,30
231,0
245,2
234,6
233,28
230,3
230,23
230,15
227,2
226,6
360,13
243,7
227,5
219,2
212,30
216,27
206,17
307,25
300,28
287,20
255,21
254,26
209,14
198,12
276,8
193,28
189,31
381,10
221,10
217,10
186,19
183,10
179,19
171,29
1082,16
197,18
188,16
172,18
171,3
168,18
163,25
155,3
317,6
160,29
159,20
151,5
149,24
864,1
157,13
140,21
135,10
162,20
153,20
140,14
136,26
134,9
123,20
122,25
250,22
189,22
157,27
150,22
138,27
136,2
130,9
129,17
124,28
120,5
114,22
111,25
162,6
132,0
131,6
116,0
114,30
112,17
111,4
107,3
290,18
114,24
110,3
105,17
1388,11
111,19
96,25
90,19
89,5
85,31
82,25
469,1
90,0
86,1
81,19
77,0
216,5
149,10
98,4
95,5
91,10
84,4
78,31
73,1
71,23
68,5
66,10
484,29
175,25
96,19
80,2
66,27
66,12
64,8
62,29
60,11
59,19
64,2
60,2
58,18
49,21
49,7
45,19
44,2
43,3
120,17
44,27
43,7
41,1
39,25
35,17
31,20
72,13
65,3
55,13
48,3
35,24
33,13
30,3
26,24
26,13
21,22
54,7
34,9
31,20
30,24
29,21
26,7
21,4
19,9
13,29
322,27
244,21
160,1
89,30
26,20
22,7
14,21
12,27
11,13
10,22
10,4
10,1
6,30
6,12
5,15
