seq_len,ch_idx
2048,12
2048,30
1465,5
958,14
940,5
950,11
856,26
824,0
807,18
793,31
785,2
771,2
742,19
760,15
751,24
737,8
728,10
704,25
661,15
646,28
645,31
624,20
640,6
589,0
560,4
610,14
521,8
718,24
682,24
518,20
516,17
912,2
517,10
458,30
452,3
574,7
434,6
1181,24
434,28
427,28
417,10
411,9
404,28
424,10
415,18
406,6
434,1
406,4
387,28
429,31
389,25
503,22
376,23
376,25
376,5
807,1
405,7
394,11
385,21
345,14
339,21
333,28
377,21
333,3
355,17
340,3
339,29
325,17
318,28
317,3
353,17
329,25
327,13
309,21
308,6
296,7
295,27
283,6
453,4
295,26
281,29
279,27
285,4
280,30
275,19
264,27
261,4
471,6
425,25
267,3
265,27
263,29
1323,14
245,11
303,20
265,20
248,20
236,22
829,9
324,9
256,0
243,9
230,30
241,23
239,26
238,22
231,26
220,13
1067,13
214,0
206,20
246,8
222,27
216,3
213,4
206,7
189,20
346,23
185,24
184,23
178,8
221,20
174,16
174,13
172,25
167,7
190,11
174,12
158,6
1472,13
182,16
172,4
141,21
150,21
148,27
143,21
142,14
134,17
1251,9
293,21
161,11
133,9
484,18
324,18
230,23
125,3
120,1
119,13
111,18
111,5
1157,25
147,17
139,22
118,3
114,8
114,17
109,2
517,16
510,15
125,16
120,22
117,3
103,16
100,17
93,18
583,19
242,11
132,5
98,27
97,11
97,23
91,4
149,18
115,15
103,18
95,15
94,31
85,28
79,1
77,0
75,10
355,31
133,16
119,15
106,4
93,1
86,31
78,10
77,16
75,11
71,15
70,22
69,4
67,18
67,8
67,31
64,1
63,6
836,26
312,17
83,1
70,22
69,17
68,15
60,31
59,23
55,10
326,0
125,23
72,21
58,10
53,0
46,2
46,23
45,16
44,21
44,3
42,10
138,8
79,12
64,16
56,27
43,22
42,1
42,0
147,12
114,12
67,29
66,30
55,12
37,29
35,5
34,30
30,19
25,1
25,27
125,19
60,19
33,26
24,19
23,29
21,26
21,16
20,19
19,22
19,8
110,29
99,7
41,29
19,7
15,29
15,7
15,2
14,29
7,22
2,27
