seq_len,ch_idx
408,29
402,31
372,1
341,30
314,2
279,13
265,4
254,0
251,17
229,20
217,8
216,24
212,31
187,6
185,16
177,12
176,30
171,25
167,26
153,23
152,11
152,31
151,18
149,30
153,26
145,13
143,24
142,14
139,21
133,28
131,29
129,14
127,29
123,5
123,10
122,7
122,25
121,22
120,10
120,4
119,24
119,14
118,26
117,8
117,2
113,17
113,24
107,18
106,20
109,12
108,18
108,22
107,8
104,30
102,9
102,17
102,21
102,27
101,18
100,4
100,22
100,7
100,12
100,27
99,14
98,25
98,30
96,0
103,9
99,5
99,12
97,6
95,22
93,5
93,18
93,6
92,11
91,8
91,5
90,14
89,17
87,29
86,11
86,16
85,12
84,2
83,9
83,10
81,3
81,16
81,18
81,30
81,26
80,5
80,22
80,21
80,28
79,18
78,19
77,4
76,26
77,22
77,14
76,3
75,15
75,2
74,0
74,12
74,8
73,15
72,24
72,4
71,13
71,5
71,14
69,11
69,24
69,1
68,25
76,7
73,8
70,7
69,23
65,4
65,10
64,23
64,28
64,19
63,29
63,8
62,21
61,19
61,27
61,3
61,6
61,0
61,20
60,9
60,23
59,28
58,3
58,15
58,0
57,11
57,17
54,31
62,9
58,17
57,29
56,23
55,3
55,24
55,16
54,29
53,2
53,23
53,25
53,22
52,3
52,21
52,24
51,26
51,29
51,7
50,22
50,5
49,21
49,24
49,4
49,26
49,6
48,14
48,17
48,27
48,13
48,29
47,2
46,20
49,3
48,15
48,25
48,1
47,3
46,15
45,25
45,19
44,0
44,6
44,12
44,11
44,31
43,3
43,15
43,25
43,19
42,10
42,21
42,0
41,1
41,28
41,18
41,20
40,3
40,9
40,23
40,25
40,7
40,21
39,5
39,6
39,12
39,1
39,28
39,18
38,11
38,24
38,4
38,16
38,26
38,27
38,14
37,29
36,30
40,20
38,10
37,19
37,13
36,9
36,10
36,19
34,20
34,16
34,8
34,13
34,31
33,9
33,10
33,15
32,20
32,0
32,5
32,1
32,6
32,16
32,8
31,14
31,13
31,29
31,30
30,2
30,9
30,19
30,15
29,20
29,21
29,12
29,0
29,22
29,23
29,6
28,8
28,18
28,28
28,11
28,17
27,4
27,13
27,29
26,31
26,30
37,27
37,15
34,7
31,16
28,27
28,1
26,7
26,16
26,0
25,27
25,1
25,22
24,26
24,15
24,9
24,10
24,7
23,16
23,20
23,19
23,11
23,0
22,5
22,27
22,1
22,22
22,26
22,13
22,2
22,31
22,30
21,15
21,9
21,10
21,7
21,16
21,20
20,19
20,11
20,23
20,27
20,28
19,6
19,1
19,22
19,12
19,21
19,18
18,24
18,26
18,13
16,2
16,31
28,28
26,17
22,28
21,23
19,2
18,17
18,25
17,4
17,31
17,19
16,27
16,28
16,23
15,3
15,7
15,11
14,6
14,10
14,21
14,1
14,5
13,13
13,2
13,17
13,25
12,8
12,12
12,4
12,14
11,31
11,30
11,19
11,15
11,27
11,28
10,23
10,3
10,16
10,7
10,9
10,11
9,6
9,10
9,21
9,0
9,20
9,1
9,5
9,13
8,2
8,17
8,25
8,26
8,8
8,12
7,18
7,4
7,14
7,24
5,31
5,30
