seq_len,ch_idx
593,15
307,17
307,1
299,3
298,16
283,8
276,25
251,28
242,10
227,17
224,7
220,1
219,25
220,4
218,13
211,25
209,4
191,11
183,28
173,10
169,15
169,12
167,22
166,15
163,1
161,27
161,2
160,20
159,1
158,5
163,6
158,3
155,10
154,4
153,16
152,1
151,25
151,16
144,5
143,8
143,31
141,7
147,9
139,5
137,9
134,4
131,1
131,14
131,26
131,29
130,6
122,0
120,4
120,0
119,14
118,7
121,18
118,22
114,20
113,6
112,9
112,2
111,11
110,23
110,20
110,19
109,28
106,17
110,12
110,20
106,9
106,12
105,5
105,1
104,23
104,0
104,12
103,18
103,22
102,14
101,15
100,5
100,20
100,6
99,25
99,11
98,16
95,17
100,20
97,6
97,16
96,24
95,9
94,5
93,23
93,20
92,7
92,24
91,20
91,27
91,14
91,26
91,21
90,29
90,5
90,12
88,13
87,30
87,29
88,6
87,27
87,19
86,23
86,8
85,6
84,22
84,12
83,30
83,26
82,9
82,11
82,23
81,30
81,4
81,26
80,24
80,14
79,18
78,10
78,26
78,1
78,21
77,7
77,13
77,2
76,29
76,10
74,28
74,29
74,0
74,22
74,27
73,13
73,24
72,30
71,3
71,16
70,31
70,17
70,15
70,12
70,27
70,6
70,13
69,30
69,14
69,10
69,9
69,19
69,4
69,3
68,25
68,28
68,29
67,2
66,17
74,3
71,27
68,16
67,3
65,11
64,23
64,28
64,29
63,3
62,13
62,24
62,10
62,26
62,23
61,16
60,21
60,0
60,15
60,30
59,12
59,27
59,13
59,10
59,26
59,18
59,23
59,19
58,28
58,29
58,31
58,1
56,2
55,17
55,15
55,30
66,13
60,0
58,31
56,24
55,13
55,22
55,6
55,26
55,31
54,8
54,0
54,7
54,25
53,2
53,13
53,3
52,12
52,11
52,31
52,28
51,17
51,25
51,24
51,30
50,27
50,5
50,6
49,11
49,28
48,0
48,17
47,7
46,20
46,21
46,25
46,15
45,24
49,4
49,2
48,24
48,13
47,22
47,29
47,14
46,4
44,12
44,22
44,23
44,29
43,18
43,31
43,9
43,11
43,8
42,0
42,2
42,3
42,15
42,24
42,13
42,22
42,23
41,30
41,14
41,18
41,31
41,5
41,11
41,8
41,26
41,0
40,2
40,7
40,24
40,22
39,23
39,30
39,29
39,14
39,18
39,31
39,5
39,6
39,8
38,26
38,2
38,3
37,28
36,17
36,21
36,16
35,25
34,24
40,31
38,27
37,19
37,31
36,22
35,27
35,26
34,8
34,19
34,21
34,28
34,7
33,17
33,25
33,24
33,23
33,31
32,22
32,11
32,14
32,2
32,6
32,9
32,18
32,27
32,5
31,26
31,8
31,19
31,4
31,21
31,28
31,17
31,25
30,16
30,24
30,31
30,22
29,12
29,29
29,11
29,14
29,2
29,6
29,9
29,13
29,18
29,27
29,26
29,8
28,0
28,19
28,3
28,20
28,21
28,10
28,28
28,7
28,17
28,25
25,15
25,24
37,19
29,19
28,21
28,30
27,7
27,10
27,1
27,19
27,21
27,26
26,30
26,6
26,18
26,3
26,8
26,17
26,7
26,20
25,10
25,16
25,4
25,15
24,1
24,26
24,30
24,0
23,14
23,23
23,29
23,18
23,3
22,5
21,8
21,11
21,7
21,20
21,10
21,16
20,4
20,15
20,1
20,19
20,24
19,21
19,26
19,30
19,0
19,14
19,29
19,31
18,6
18,22
18,2
18,3
18,5
18,8
18,13
18,27
18,9
18,11
17,17
17,7
17,20
17,10
17,16
16,28
16,25
16,15
15,1
14,19
28,21
23,18
22,9
21,12
20,21
20,18
18,9
17,12
16,4
16,21
15,19
15,18
14,0
14,2
13,8
13,11
13,14
13,23
13,27
12,9
12,12
12,10
12,20
12,5
12,4
12,16
12,1
12,21
12,19
11,18
11,30
11,31
11,0
11,2
11,8
11,11
11,14
10,23
10,27
10,29
10,7
10,9
10,22
10,13
10,12
10,10
10,20
10,3
10,5
10,28
10,4
9,16
9,25
9,15
9,1
9,21
9,19
9,18
9,30
9,31
8,0
8,2
8,8
8,11
8,14
8,23
8,27
7,29
7,7
7,9
7,22
7,13
7,12
7,10
7,20
6,3
6,5
6,28
6,6
6,4
6,16
5,17
5,25
5,15
5,1
4,21
