seq_len,ch_idx
2048,17
2048,12
2048,16
2048,24
2048,26
2048,13
2048,30
2048,11
1557,25
1428,4
1372,29
1387,1
1219,9
1233,22
1151,31
1257,22
1134,8
1184,27
916,27
822,5
726,27
766,2
667,19
582,28
533,18
521,23
509,3
472,5
459,18
438,5
396,21
564,0
399,0
315,6
301,14
308,3
372,15
273,15
311,20
249,20
253,20
234,15
224,0
221,18
226,19
182,28
170,6
1271,6
279,20
311,14
295,14
121,8
112,14
171,7
340,7
61,23
42,23
63,10
47,10
36,10
46,7
52,21
21,21
7,2
