seq_len,ch_idx
393,11
342,12
333,12
255,15
251,5
216,29
216,17
189,18
180,7
163,14
162,30
145,3
138,18
147,28
135,26
131,8
131,31
121,5
120,19
114,11
111,26
111,14
109,5
100,15
96,23
93,22
93,4
92,21
91,3
84,15
83,2
82,3
81,23
79,4
75,16
79,22
77,30
76,22
76,23
70,17
69,10
67,11
74,30
69,0
65,30
63,4
62,6
62,8
56,29
56,19
56,16
54,27
54,8
53,20
53,1
53,27
53,28
52,31
49,11
48,9
48,7
47,9
46,13
45,9
44,19
42,8
42,0
40,7
39,14
38,17
35,18
39,21
36,20
36,25
34,24
33,0
33,21
33,6
31,22
31,25
30,28
30,3
30,26
29,24
28,5
32,20
26,27
23,13
22,25
21,27
20,2
19,28
19,7
19,26
18,14
15,29
15,12
22,1
20,10
20,1
18,13
16,24
15,2
14,6
13,10
13,16
13,31
13,1
12,13
12,24
12,25
12,2
11,6
11,10
11,20
11,9
10,16
10,0
10,21
10,4
10,19
9,31
8,23
8,29
7,17
7,18
7,15
5,12
