seq_len,ch_idx
2048,14
2048,29
1685,31
1680,10
1247,30
997,24
974,2
968,25
935,0
886,21
1214,18
815,21
773,29
770,18
759,20
718,18
746,28
698,22
695,24
710,7
674,2
677,0
654,8
647,30
642,17
685,5
722,26
670,12
626,27
618,3
610,1
930,8
731,18
589,10
574,18
787,7
566,9
1492,5
642,16
590,13
556,28
558,25
554,13
530,24
514,3
509,24
507,15
580,14
494,22
493,4
626,6
548,2
523,13
507,3
492,28
491,6
489,30
479,14
509,12
468,23
465,12
501,11
459,7
457,11
525,16
459,16
548,0
460,0
555,3
496,16
456,11
451,15
441,21
1135,1
420,23
405,27
573,19
440,19
419,28
418,30
413,14
412,11
400,19
391,29
391,24
402,21
389,10
478,6
421,2
384,19
384,16
380,13
373,24
760,23
404,0
383,13
371,28
418,0
416,19
404,12
389,29
384,31
367,17
365,8
352,0
359,15
344,26
461,7
418,11
348,7
342,20
340,11
331,5
379,19
373,28
351,19
346,28
342,6
336,28
335,19
321,11
319,3
319,8
318,23
315,18
978,1
380,6
335,13
323,29
311,28
301,29
332,27
315,6
304,0
298,15
296,27
292,17
540,9
305,19
303,5
291,7
286,18
736,6
315,6
291,13
285,7
284,5
282,31
280,16
271,4
2048,6
303,10
302,4
292,7
283,22
280,12
272,26
272,4
272,20
267,19
766,27
765,20
579,13
323,21
270,15
269,27
264,13
261,0
259,12
251,7
749,17
290,17
263,15
253,17
253,24
250,13
248,8
246,15
245,17
243,12
241,29
1263,29
763,12
627,2
364,5
312,26
295,2
272,19
258,21
253,25
253,26
245,10
244,18
243,19
243,11
241,7
2048,1
1926,21
265,25
256,23
256,22
250,24
246,30
244,3
240,9
240,25
236,30
235,2
234,3
234,11
234,5
234,9
230,25
229,27
221,23
221,24
292,30
288,30
231,8
218,31
217,14
217,1
211,30
225,8
221,11
218,25
217,23
215,2
211,5
206,8
204,0
613,20
272,17
266,20
241,20
220,17
212,17
208,11
204,8
201,12
198,16
191,8
293,4
257,4
244,4
200,4
198,3
196,31
196,14
195,19
188,23
186,9
181,7
2048,10
413,20
252,9
228,20
220,4
214,15
204,24
202,27
199,21
195,10
193,17
190,8
189,9
185,20
176,30
187,4
184,4
183,22
182,4
177,22
175,12
170,7
170,22
168,15
167,13
167,31
167,10
163,4
163,19
216,22
186,25
181,2
171,14
163,22
163,19
162,8
160,20
243,16
222,1
174,22
171,27
165,25
165,5
158,24
156,26
155,18
152,14
151,1
149,22
149,27
224,2
165,26
163,2
151,26
150,2
149,26
149,9
141,25
135,28
134,16
131,2
220,11
200,8
172,9
170,11
164,13
156,23
149,18
147,22
146,8
142,9
140,26
137,11
134,25
133,30
132,28
132,24
131,13
131,23
131,31
128,18
127,14
126,3
313,7
220,28
141,9
138,7
130,28
129,23
126,18
124,16
121,29
120,21
118,9
405,15
311,15
168,27
160,27
134,15
129,27
129,15
119,19
110,12
110,31
109,29
104,6
422,23
174,23
173,12
131,16
108,9
106,23
101,25
101,12
98,28
97,5
95,31
94,16
93,30
2048,16
205,26
145,11
114,24
108,26
97,28
94,12
94,11
92,7
92,30
89,24
89,13
86,3
191,31
115,31
112,31
101,31
95,31
95,11
89,5
86,1
84,6
82,31
81,27
78,30
76,5
76,3
75,21
74,1
73,14
460,27
377,26
204,15
135,20
104,22
102,27
84,26
84,5
82,28
78,15
77,20
74,3
71,0
70,6
68,31
68,22
148,26
115,14
108,26
100,12
89,14
81,3
77,21
70,26
62,5
62,30
58,14
57,3
56,25
56,7
55,2
51,6
121,5
107,0
91,9
85,5
82,2
80,20
70,19
67,21
55,0
53,10
52,29
47,26
47,9
704,17
318,25
250,22
152,25
133,15
75,17
68,22
53,25
53,3
53,15
50,11
42,14
41,13
40,17
39,24
39,6
36,21
33,10
161,3
48,9
48,3
43,22
41,15
38,12
36,4
36,8
34,7
31,0
31,21
30,10
27,9
27,3
25,22
23,31
132,4
123,4
76,4
67,4
57,8
56,17
49,1
25,4
25,25
22,8
20,27
20,12
19,17
17,30
17,14
15,11
15,28
12,24
11,23
387,23
40,23
36,20
36,0
35,1
29,29
16,15
14,23
6,20
6,0
5,19
2,18
