seq_len,ch_idx
277,4
278,20
277,10
261,11
228,17
221,29
202,16
201,4
190,19
189,31
178,27
176,5
172,31
165,30
165,1
161,3
154,11
149,12
146,8
144,9
140,9
129,25
141,21
129,15
121,30
120,27
120,5
119,24
118,4
116,19
115,3
114,8
113,1
112,0
112,16
111,10
110,3
110,12
108,29
108,26
107,23
105,30
102,11
102,30
99,27
99,14
98,6
95,2
95,9
95,28
95,19
94,0
92,26
89,24
89,8
88,4
88,25
88,6
92,22
87,13
85,0
85,21
84,7
83,10
83,16
83,23
81,13
81,26
80,16
78,8
78,31
77,12
80,18
79,15
78,12
78,3
78,18
74,15
74,24
73,13
73,31
72,12
72,22
71,18
71,25
71,21
71,1
71,16
70,23
69,13
68,27
68,6
67,2
66,22
66,12
65,27
64,9
64,5
63,17
63,10
63,29
62,0
61,3
61,25
60,23
59,2
59,10
59,24
59,29
58,15
56,4
57,28
56,17
54,14
54,20
54,29
54,31
54,6
53,22
53,23
52,28
52,25
51,17
51,5
51,1
51,8
51,14
51,15
50,27
49,2
47,30
47,31
66,2
55,20
46,19
46,2
44,5
43,17
43,1
43,19
43,26
42,2
42,25
42,28
42,6
41,5
41,20
40,18
38,3
38,19
38,29
38,31
37,11
37,4
36,30
41,7
41,7
38,24
36,7
36,13
33,18
33,25
33,15
32,11
31,4
31,7
31,18
31,25
31,26
30,14
30,23
30,8
30,24
30,28
28,17
28,21
28,3
28,16
28,11
28,27
25,10
25,4
31,14
29,13
26,18
25,13
25,0
24,23
23,26
22,8
22,19
22,20
22,21
22,11
21,12
21,16
21,10
21,7
21,14
21,18
20,13
20,0
20,23
20,1
20,24
19,26
19,5
19,6
19,9
19,8
19,19
19,20
18,21
18,3
17,11
17,12
17,16
17,17
15,10
22,22
20,28
19,22
18,9
18,7
17,14
17,28
16,22
16,0
15,21
14,6
14,9
13,15
12,20
12,1
12,29
12,30
12,7
12,14
11,28
11,22
11,0
11,21
11,26
11,6
10,24
10,2
10,9
9,15
9,17
9,20
9,1
8,5
8,29
8,27
7,30
6,31
