seq_len,ch_idx
391,5
324,1
269,21
263,20
216,8
215,22
212,9
208,27
192,23
191,16
188,30
182,3
167,31
162,6
157,20
155,13
142,26
141,31
141,17
140,7
131,7
128,10
128,16
128,18
127,14
124,12
124,24
121,27
119,3
119,15
117,28
112,26
111,4
110,29
110,0
106,22
108,12
104,12
102,21
100,14
99,17
98,16
97,22
99,11
98,10
95,1
94,11
93,10
93,4
93,30
93,6
91,25
91,11
89,18
87,8
84,5
83,2
82,25
82,19
82,13
82,29
82,6
80,17
78,27
78,0
77,9
75,2
78,24
77,21
76,25
74,21
74,23
73,30
73,2
73,10
73,7
73,27
72,22
72,28
72,25
72,17
71,11
70,21
70,23
70,30
69,10
69,26
69,29
69,8
68,31
67,0
67,1
67,9
67,9
65,17
64,14
63,4
63,3
62,9
59,7
59,23
59,24
59,30
58,12
58,16
58,20
57,8
57,5
56,15
55,14
55,29
54,2
53,17
52,4
51,24
49,20
49,8
48,21
48,26
48,22
55,29
47,29
47,4
46,13
46,19
46,30
45,12
45,23
44,28
43,4
42,30
42,7
42,12
42,25
42,26
41,6
41,17
41,24
41,9
37,18
37,1
36,0
35,28
41,3
36,15
35,26
34,18
34,3
34,0
34,11
33,20
33,1
33,16
33,31
32,22
32,19
31,13
31,17
30,7
30,12
29,14
29,18
29,2
29,3
29,0
29,11
29,20
27,1
27,15
27,16
26,31
25,22
33,19
29,15
28,13
27,19
26,15
25,13
25,31
25,27
24,5
24,19
24,15
23,3
23,4
23,10
23,23
22,16
22,27
21,5
21,19
21,15
21,2
21,11
20,4
20,10
20,23
20,31
20,7
20,25
20,6
20,16
19,24
19,9
19,14
18,18
18,20
17,27
17,28
16,1
16,8
15,5
27,28
21,6
20,2
18,13
18,18
16,28
16,14
15,24
15,0
14,25
14,6
14,29
13,8
13,26
13,5
12,21
12,19
12,2
12,13
11,18
11,28
11,14
11,24
11,0
11,25
10,6
10,11
10,29
10,3
10,23
10,7
10,8
10,10
10,12
9,26
9,31
9,27
8,9
8,30
8,5
8,20
7,22
7,1
7,21
