seq_len,ch_idx
616,7
464,26
338,16
308,5
267,25
249,14
243,29
242,8
216,6
216,22
200,29
198,30
193,22
187,28
186,21
184,5
181,29
180,8
179,26
178,5
177,20
174,4
172,12
162,19
161,30
160,15
159,19
153,13
153,19
152,14
150,17
150,23
150,24
149,10
149,21
149,27
143,7
137,11
137,15
136,6
136,22
135,24
134,20
132,22
131,17
131,30
131,0
129,24
131,3
123,5
119,19
122,7
118,9
114,9
114,18
112,29
110,18
110,21
109,5
108,22
106,16
110,15
108,25
108,17
106,12
103,31
102,1
102,17
101,11
101,28
101,22
101,9
100,12
99,31
99,23
99,6
98,4
100,15
100,25
98,17
96,8
95,25
95,3
95,0
93,13
92,2
91,15
90,25
89,0
88,28
88,20
87,14
93,3
90,17
86,0
85,3
85,9
83,28
82,11
81,9
81,15
81,18
79,11
79,4
78,27
78,2
76,29
75,26
74,20
76,11
75,30
74,2
73,26
73,18
73,10
73,21
72,2
71,29
71,3
71,17
71,18
71,10
71,11
69,8
68,29
65,19
69,21
68,16
65,6
65,21
65,25
64,7
63,9
63,18
63,3
62,10
62,28
61,1
61,29
61,31
61,9
61,18
61,20
60,3
60,6
60,10
60,21
60,13
60,28
60,15
59,0
59,1
59,2
59,27
59,12
58,22
58,26
57,14
57,7
68,26
57,10
57,2
54,23
53,8
53,1
53,22
53,26
53,31
52,21
52,24
52,30
51,19
51,2
51,11
50,21
50,24
50,6
50,27
49,28
49,8
49,22
48,29
48,15
48,4
47,12
47,26
47,7
47,5
46,14
45,10
49,1
47,16
47,12
47,1
47,2
46,13
46,16
45,3
45,6
44,12
43,2
43,31
42,13
42,12
42,23
41,30
41,29
41,0
41,19
41,1
41,10
41,2
41,21
40,8
40,16
39,24
39,6
39,12
39,20
38,17
38,30
38,29
38,25
38,26
37,7
37,19
36,1
39,27
39,4
38,6
36,27
35,23
35,6
35,11
34,13
34,15
34,30
34,14
34,0
34,27
34,10
34,31
33,11
33,12
32,13
32,16
32,15
32,20
32,25
32,17
31,14
31,26
31,2
31,10
31,31
31,4
31,6
31,11
31,12
30,13
30,21
30,16
30,18
30,28
30,15
30,20
29,24
29,25
29,9
29,17
28,0
26,29
26,5
26,19
31,9
31,24
29,13
27,23
26,9
26,24
25,28
25,3
25,16
24,30
24,14
24,13
23,27
23,31
22,10
22,4
22,23
22,9
22,24
22,28
22,3
22,20
21,16
21,25
21,30
21,8
21,14
21,0
21,5
21,7
21,13
21,27
21,31
20,10
20,4
20,23
19,1
19,9
19,28
19,3
19,20
19,16
19,18
19,25
19,17
18,30
18,8
18,0
18,5
18,7
17,22
16,13
22,23
20,4
19,1
17,23
17,31
17,27
15,4
15,18
14,14
14,8
14,19
14,5
14,1
13,23
13,31
13,27
12,4
12,0
12,18
12,20
12,24
11,14
11,11
11,8
11,19
11,5
11,7
11,22
11,26
11,1
11,23
10,31
10,27
10,4
10,0
10,2
10,18
10,3
10,20
9,24
9,28
9,14
9,11
9,12
9,16
9,8
9,6
8,15
8,19
8,25
8,30
8,17
7,21
7,5
7,7
6,22
6,26
6,1
