seq_len,ch_idx
2048,20
2048,1
2048,13
2048,26
2048,25
2048,18
2048,23
2048,20
2048,30
2048,21
2048,27
2048,18
2048,4
2048,31
2048,7
2048,29
2048,8
2048,1
2048,22
2048,1
2048,9
2048,31
2048,8
2048,25
2048,19
2039,31
2012,22
2048,12
1989,6
1940,18
1887,11
1969,5
1852,8
1835,29
1829,9
1856,5
1822,5
1785,12
1772,3
1722,24
1671,11
1645,19
1622,19
1618,14
1600,4
1535,11
1496,4
1497,9
1479,11
1519,9
1612,27
1412,0
1467,17
1440,26
1369,9
1345,10
1330,9
1329,24
1282,14
1266,27
1237,4
1178,17
1163,15
1187,18
1144,18
1117,15
1130,28
1106,28
1093,25
1091,7
1082,24
1106,10
1068,10
1047,4
1021,28
982,7
957,28
942,13
1070,25
902,7
893,6
887,26
886,16
879,0
876,0
871,7
863,28
852,28
856,6
1046,30
837,15
819,19
1085,16
825,24
870,6
947,17
823,15
760,21
736,31
786,0
780,0
726,28
717,0
1835,30
700,21
687,21
685,23
741,5
652,7
702,25
651,3
690,7
618,4
815,15
647,15
633,15
605,1
584,14
576,14
606,16
569,5
564,3
2048,14
739,3
551,16
535,3
521,2
535,12
518,12
514,16
540,2
528,2
518,2
486,19
588,5
517,2
514,5
466,2
459,5
459,2
459,5
544,2
468,2
451,23
448,2
2048,2
508,23
423,17
411,17
1017,0
405,17
494,15
406,16
401,15
1006,29
389,23
389,29
388,24
387,22
432,21
390,10
385,24
378,21
555,22
1584,22
430,15
360,14
340,10
332,14
366,14
348,31
336,22
328,30
328,14
317,22
306,23
297,7
354,31
303,1
283,3
682,12
296,12
282,10
303,30
288,30
278,30
267,30
670,30
281,16
263,24
250,12
329,20
249,28
248,20
236,20
244,26
235,26
234,26
230,13
1103,23
225,6
325,13
272,13
211,13
181,19
370,8
216,8
312,10
165,10
154,6
170,2
154,8
142,3
155,17
141,29
133,17
131,3
129,29
126,17
192,20
138,20
134,23
123,20
120,23
159,3
112,10
106,20
124,13
2048,27
138,16
87,13
84,3
85,6
79,29
130,24
73,26
62,11
65,13
53,16
112,6
58,6
43,17
31,6
1263,21
384,26
68,13
37,26
28,29
25,13
25,17
208,13
38,16
20,10
14,20
10,26
3,29
