seq_len,ch_idx
2048,22
2048,8
2048,3
2048,1
2048,10
2048,23
2048,26
2048,4
2048,10
2048,28
2048,21
2048,16
2048,25
2048,6
2048,18
2048,21
2048,10
2048,29
2048,2
2048,9
2048,17
2048,27
2048,5
2048,12
2048,20
2048,15
2021,14
1970,18
1929,18
1923,19
1918,4
1916,13
2048,17
1803,17
1793,22
1832,27
1637,20
1754,22
1611,14
1536,11
1595,20
1549,7
1548,6
1555,1
1484,29
1393,25
1363,20
1321,28
1268,23
1256,16
1253,23
1645,1
1202,30
1182,12
1437,0
1248,0
1169,0
1167,5
1172,3
1120,11
1137,27
1099,0
1091,18
1062,11
1642,23
1055,7
1052,15
1042,15
1079,19
1036,30
1002,11
1081,0
996,29
967,3
955,7
948,4
938,4
903,28
892,24
895,30
891,14
890,15
875,30
882,4
854,12
837,22
810,6
797,3
783,14
858,28
801,28
788,9
802,9
745,13
760,31
730,29
728,17
736,31
725,12
717,16
849,31
683,14
1416,13
662,29
684,26
652,26
637,8
610,7
591,15
576,21
569,21
563,21
574,16
550,24
614,4
543,4
504,12
509,3
494,29
511,9
831,8
478,30
463,1
445,8
452,17
765,2
425,2
412,29
471,2
394,13
1205,30
397,24
396,9
377,30
371,24
382,5
380,22
373,25
372,0
371,12
362,3
358,9
328,9
328,1
329,8
322,7
318,8
1447,24
311,8
308,8
306,22
302,8
304,13
331,12
300,12
323,21
297,21
280,21
272,21
329,2
287,19
267,24
288,29
270,27
265,21
261,30
250,0
247,25
298,26
237,26
235,26
409,13
274,7
238,7
296,31
231,26
226,27
219,24
249,26
221,2
205,13
192,26
264,31
179,11
176,6
612,7
210,7
306,31
247,5
172,31
165,7
161,5
548,28
158,1
149,28
142,1
174,31
138,25
135,10
1017,31
174,7
125,5
172,9
142,23
117,9
115,2
2048,11
155,7
129,1
102,0
1248,16
151,31
125,25
101,6
143,25
137,25
99,25
93,6
81,14
183,27
91,8
72,27
307,5
225,19
104,5
97,19
65,19
63,13
63,6
55,5
223,19
55,19
91,24
82,19
34,19
1308,2
81,24
63,25
31,31
26,13
21,16
21,3
42,6
32,26
25,2
24,3
22,19
20,24
14,25
68,10
24,24
22,5
19,15
6,9
5,10
3,24
