seq_len,ch_idx
2048,19
967,26
907,9
827,5
767,17
681,6
682,11
675,20
661,5
663,23
1204,9
718,21
555,14
531,17
523,5
534,29
482,18
666,27
505,0
482,27
481,13
469,28
431,6
578,14
428,25
427,21
432,8
371,10
353,16
330,1
326,10
335,30
328,31
317,18
315,30
319,22
298,22
346,22
300,3
290,7
638,12
272,31
1047,20
266,10
268,12
249,13
242,6
280,29
257,11
238,7
230,29
222,3
289,14
251,31
232,7
215,10
228,24
213,14
206,16
202,25
184,23
195,11
223,1
200,29
176,7
163,13
158,23
155,25
2015,23
191,3
178,24
162,18
148,13
932,15
197,31
142,10
137,24
130,8
121,14
172,0
136,15
124,2
124,15
119,0
118,26
117,2
114,15
112,0
158,30
121,30
114,30
111,1
105,3
247,4
114,4
111,24
106,28
89,4
119,2
78,24
1075,4
144,2
101,1
77,3
70,0
226,8
83,8
82,12
59,18
59,27
279,21
76,8
71,18
125,22
82,26
37,2
33,12
32,16
24,13
43,28
20,28
17,28
16,16
11,7
284,25
27,16
12,1
8,22
