seq_len,ch_idx
2048,10
887,19
1798,9
1109,17
832,4
808,24
1812,19
743,24
1483,12
679,23
801,16
665,0
636,23
651,16
702,20
596,5
581,18
581,15
595,19
575,14
571,25
616,3
548,6
575,13
530,23
520,16
692,27
511,4
1366,0
494,23
494,9
481,3
472,4
475,17
466,7
469,1
449,1
754,29
466,22
452,16
450,29
447,20
732,6
510,17
470,27
427,7
425,24
424,14
416,27
413,25
886,25
426,25
406,25
404,16
404,21
401,13
398,9
951,20
409,8
407,13
381,0
392,15
418,9
393,7
379,30
369,7
547,2
372,2
362,2
353,9
1477,22
426,16
410,1
404,11
376,27
351,16
349,4
349,17
399,13
387,17
345,1
458,14
331,31
331,17
460,15
388,26
360,14
339,5
325,21
321,3
314,18
439,4
324,11
323,29
310,25
306,0
302,15
668,22
524,1
331,22
326,31
311,17
309,8
307,30
303,0
296,22
294,5
289,10
285,27
1875,6
297,12
282,15
323,28
322,14
315,26
292,10
281,22
275,26
272,10
329,8
273,30
266,20
259,30
257,4
485,18
454,3
283,31
250,30
387,25
263,25
263,12
232,27
560,28
511,28
300,31
241,18
241,8
236,31
234,9
233,23
232,2
231,10
231,30
228,18
225,8
266,2
257,2
246,9
226,2
219,30
218,28
261,3
258,3
223,3
223,21
215,9
214,17
214,21
212,31
210,12
209,5
1508,17
237,29
218,26
217,10
212,16
207,8
201,28
194,4
287,23
246,21
244,12
224,3
198,13
196,21
190,12
189,23
187,1
187,2
185,3
184,13
205,23
187,19
183,13
182,29
182,28
180,9
245,21
199,4
184,12
182,19
172,5
163,30
163,29
161,21
161,4
198,24
185,12
173,11
168,13
165,28
161,15
151,11
1556,7
458,21
246,11
192,14
184,30
182,21
179,3
161,11
158,14
147,21
860,15
342,14
221,22
219,4
153,22
149,14
149,28
146,4
146,24
145,22
143,15
141,10
138,20
136,1
136,7
134,3
183,12
171,13
159,14
139,9
134,5
132,31
129,0
127,12
125,30
123,13
121,3
778,5
273,5
245,24
234,5
137,24
128,29
128,5
127,27
123,26
123,30
119,12
119,24
118,28
113,3
111,14
153,11
129,11
126,26
121,26
112,11
108,26
106,8
103,7
811,2
124,6
118,11
115,14
107,8
103,26
98,11
94,21
486,4
297,31
172,7
152,14
133,4
114,31
111,18
101,15
101,7
93,20
87,14
84,28
464,0
330,28
223,18
121,1
92,11
88,28
84,26
84,18
83,27
80,9
79,22
76,0
74,7
71,1
95,31
85,31
79,31
78,29
78,6
77,25
74,11
73,31
72,18
70,29
69,27
69,8
64,19
62,6
61,25
116,1
83,1
83,16
59,1
59,5
58,10
56,16
54,11
200,26
142,20
74,26
71,20
71,10
71,26
54,29
52,20
52,27
50,10
49,0
48,29
47,1
46,21
44,5
43,18
381,27
69,20
51,24
50,15
45,7
43,28
42,29
41,20
36,30
35,24
35,15
323,18
157,18
115,16
63,18
52,20
47,21
41,1
33,8
32,10
30,7
26,6
24,16
405,30
180,24
149,13
102,6
101,0
94,25
50,26
50,29
49,31
32,30
20,24
18,13
18,27
15,15
15,6
12,12
11,2
1537,8
127,23
39,19
28,23
23,2
16,19
4,13
3,27
