seq_len,ch_idx
292,19
285,26
274,21
263,7
230,16
229,1
224,7
214,10
212,13
209,22
184,29
179,11
170,15
171,18
165,19
163,25
160,18
153,4
151,10
150,17
150,18
149,13
147,27
147,12
146,21
144,5
138,13
135,17
135,23
134,2
133,31
130,30
134,28
125,21
124,16
124,25
122,15
114,19
113,26
112,0
111,5
110,28
108,31
106,21
106,16
105,18
103,21
103,23
103,25
103,18
102,19
102,6
102,13
101,30
97,11
99,6
99,22
96,30
94,27
94,6
93,30
92,27
92,1
91,24
91,28
91,15
90,3
90,30
90,22
90,12
89,9
89,24
90,6
89,0
88,19
87,2
86,24
85,6
83,25
82,18
82,20
82,8
82,13
81,12
81,15
81,31
80,1
77,28
77,13
78,3
78,9
76,29
76,26
75,3
73,4
73,6
73,22
72,16
72,5
72,19
71,26
71,15
70,27
70,6
70,12
70,31
70,16
70,1
68,8
68,18
68,29
68,13
72,31
68,31
68,7
67,3
66,15
65,29
65,0
64,30
64,8
64,11
64,2
63,9
63,3
63,31
63,0
63,20
62,1
62,5
62,14
62,11
61,10
61,19
60,3
60,29
59,0
59,24
59,30
58,17
58,1
58,22
57,7
57,11
57,2
55,21
56,9
56,29
56,20
55,1
54,11
54,7
54,10
54,4
53,0
53,29
53,1
52,15
52,31
52,11
52,7
52,30
52,10
52,12
52,14
52,4
51,25
51,26
51,13
51,9
51,24
50,1
50,15
50,31
50,23
50,8
50,30
49,10
49,17
48,26
48,27
47,16
47,22
46,25
46,4
45,14
44,11
43,3
43,10
43,17
43,29
43,22
43,4
42,14
42,9
42,11
42,10
42,17
41,8
41,12
41,23
40,2
40,22
40,25
40,21
39,0
39,11
39,10
39,17
39,8
38,15
38,23
38,30
38,22
38,25
38,5
36,21
36,18
42,23
42,23
41,14
39,4
36,23
36,24
36,27
35,18
35,9
34,20
34,24
33,27
33,14
33,4
32,9
32,23
32,3
32,20
32,24
32,2
31,8
31,0
31,27
31,16
31,13
30,14
30,4
30,9
30,23
30,20
30,24
29,8
29,0
29,11
29,27
29,29
29,31
28,12
28,22
28,1
27,5
27,16
26,13
35,28
35,14
29,28
29,8
27,20
27,24
26,2
26,12
26,17
26,16
26,26
25,21
25,19
24,8
24,20
24,24
24,9
23,2
23,3
22,5
22,12
22,17
22,30
22,16
21,26
21,21
21,13
21,19
21,28
21,14
21,8
21,23
21,20
20,24
20,4
20,9
20,2
20,0
19,3
19,11
19,29
19,5
19,17
19,27
19,30
19,16
18,22
18,10
18,15
18,25
18,26
18,21
17,13
17,6
16,19
16,28
22,7
20,7
19,5
18,28
18,6
18,7
17,20
16,14
16,2
15,5
15,12
15,28
15,6
14,25
14,26
14,7
14,18
13,20
13,14
13,2
13,0
13,3
12,5
12,4
12,12
12,28
12,17
12,27
12,29
12,6
11,10
11,25
11,26
11,1
11,31
11,7
11,15
11,18
11,19
11,20
10,14
10,8
10,2
10,9
10,0
10,3
10,5
10,4
9,12
9,28
9,17
9,23
8,27
8,29
8,6
8,10
8,25
8,26
7,1
7,16
7,22
6,31
6,7
6,15
6,21
6,18
5,19
