seq_len,ch_idx
2048,25
2048,3
2048,12
2048,17
2048,6
2048,24
2048,22
2048,9
2048,2
2048,20
2048,20
2048,24
2048,21
2048,18
2048,18
2048,28
2048,11
2048,16
2048,11
2048,0
2048,11
2048,29
2048,14
2048,31
2048,5
2048,27
2048,29
2048,21
2048,30
2048,26
2048,7
2048,23
2048,0
2048,15
2048,23
2048,29
2048,19
2048,9
2048,10
2048,10
2048,15
2048,16
2048,26
2048,10
2048,8
2048,30
2048,1
2048,29
2048,0
2048,7
2048,25
2039,20
1988,4
2048,26
1840,2
2048,28
1821,5
1791,7
1774,24
1751,17
1675,10
1666,26
1665,4
1686,17
1649,28
1634,26
1593,13
1552,25
1778,18
1537,18
1472,1
1893,21
1454,3
1424,4
1437,4
1385,21
2048,8
1379,30
1322,6
1614,19
1294,26
1286,0
1202,2
1191,18
1182,16
1166,25
1154,20
1155,19
1132,8
1909,18
1107,31
1106,17
1135,6
1184,23
1051,23
1081,3
1067,20
1036,28
1025,12
1023,21
1008,7
1018,28
994,7
1017,31
981,21
973,6
1033,14
957,16
956,9
921,13
935,13
871,5
887,1
887,1
868,1
853,14
848,9
841,22
1764,12
862,24
965,30
872,26
831,19
812,22
811,13
798,27
783,27
782,17
783,1
1766,8
766,10
752,10
736,22
730,12
724,0
718,14
1173,13
736,28
727,13
714,31
694,3
687,31
679,15
685,9
642,14
656,27
632,9
630,27
910,6
796,13
667,3
649,6
619,3
618,6
616,2
749,8
646,8
631,19
614,13
899,16
673,6
634,16
720,3
1878,2
606,2
582,2
593,14
555,16
551,22
551,23
1363,27
593,9
550,24
549,6
544,3
548,24
541,20
516,22
632,21
547,21
503,17
492,0
544,20
494,20
490,4
509,11
483,23
479,13
474,19
472,15
754,5
570,5
474,5
461,29
450,19
800,2
460,22
449,10
437,19
436,31
449,24
447,19
1037,5
430,23
428,31
1689,28
510,20
419,12
407,9
501,18
462,27
443,13
410,13
403,20
400,27
389,2
398,7
391,11
374,7
369,15
365,10
362,0
369,15
363,18
333,20
348,16
339,16
338,8
376,9
553,9
335,31
335,22
330,12
311,9
304,31
291,22
324,22
295,3
294,31
290,20
289,11
287,18
299,8
290,22
286,8
274,22
271,23
333,25
327,12
319,25
304,31
293,12
283,25
277,31
273,9
260,4
348,23
285,23
257,8
246,12
239,17
238,4
281,0
256,0
232,15
224,15
214,4
212,15
2048,30
392,27
264,27
241,11
238,4
238,15
208,9
207,23
228,28
226,15
197,24
603,4
211,4
196,22
184,22
187,15
186,25
183,15
181,25
179,15
178,25
198,17
168,17
163,17
864,19
230,14
156,14
170,14
166,14
149,11
148,11
141,14
2048,7
760,29
235,30
143,11
138,24
136,30
210,5
143,5
142,5
137,21
135,29
129,15
124,17
121,11
139,22
128,5
121,3
117,24
138,1
121,1
112,1
109,1
102,19
100,16
105,31
102,31
101,13
91,23
548,24
159,11
110,27
107,24
98,30
92,15
89,14
88,22
86,4
83,13
132,1
118,1
107,1
85,29
74,6
195,22
112,11
104,24
100,23
89,29
67,1
66,22
321,12
66,12
63,12
63,12
62,3
58,14
233,19
211,15
45,12
171,30
44,30
39,30
35,0
102,31
75,31
32,11
26,17
87,14
56,25
32,14
29,5
28,25
21,16
15,29
13,7
13,14
138,27
82,27
26,27
17,0
14,10
11,12
10,1
8,5
