seq_len,ch_idx
2048,8
1396,15
1073,17
881,28
799,11
853,0
1476,0
761,5
756,13
752,17
743,11
732,2
2048,4
1777,10
661,11
680,16
2048,14
674,9
666,9
632,29
786,2
660,2
623,14
618,8
730,5
597,24
1518,21
2048,20
567,2
1251,18
541,1
536,6
549,25
990,7
504,23
498,9
863,19
1717,19
1625,12
490,6
482,17
472,5
701,12
563,20
512,6
481,9
480,20
473,18
457,12
455,19
455,15
442,3
445,12
439,23
704,21
439,30
476,20
415,26
1517,16
442,26
415,31
401,14
442,13
416,27
410,27
390,13
892,7
408,20
405,7
396,20
382,24
380,30
377,20
1084,9
376,4
354,5
438,8
388,27
359,8
356,24
349,31
406,26
354,22
341,22
325,9
356,25
335,16
330,9
329,27
327,31
327,23
322,16
649,15
323,25
310,16
629,8
398,18
350,8
309,0
304,10
302,6
1222,0
574,10
409,9
319,3
310,20
303,10
302,22
291,6
287,24
286,9
707,5
298,0
293,21
282,26
282,5
281,8
277,0
379,30
287,23
280,13
277,23
272,13
270,30
268,13
265,29
263,21
298,13
264,30
424,3
310,18
286,23
255,26
254,24
245,18
2048,19
291,13
272,25
263,13
262,30
260,28
250,26
248,18
245,3
244,25
243,29
242,1
240,7
278,29
261,17
237,25
230,15
225,31
225,1
245,7
240,14
226,25
225,29
221,7
213,16
211,14
1114,4
329,13
264,13
259,23
237,30
214,10
212,26
201,17
201,13
322,21
269,21
246,30
221,3
214,31
207,22
202,21
198,4
197,23
197,19
193,31
193,22
191,15
2048,26
337,31
229,3
210,27
194,31
193,25
192,7
1830,10
236,1
236,30
198,28
197,31
195,25
193,7
192,24
189,1
185,5
722,6
475,28
269,28
268,12
268,6
234,28
207,8
195,30
184,13
181,27
176,16
173,6
172,28
167,29
163,21
286,12
219,12
172,28
170,12
170,11
168,8
167,3
160,16
153,15
289,2
197,27
188,2
176,18
175,13
169,27
157,25
148,2
148,18
218,27
183,28
172,31
167,3
153,28
144,29
143,11
143,12
137,14
137,19
137,31
226,18
180,18
131,29
124,10
222,6
163,17
140,28
135,5
134,6
127,17
120,28
116,15
116,5
114,6
386,18
131,17
122,25
112,3
106,30
106,5
101,16
163,17
115,22
111,20
106,4
106,30
104,23
101,17
96,1
147,31
133,25
128,2
118,9
113,0
107,31
104,25
94,23
2048,11
379,26
231,1
107,25
105,28
90,27
88,3
86,23
85,22
80,1
79,18
78,6
316,2
268,14
185,21
152,26
93,2
88,21
76,14
74,26
72,30
65,1
61,17
1641,3
379,22
213,24
80,11
76,22
70,17
69,6
68,15
68,12
66,7
63,24
63,14
59,11
58,26
56,0
51,4
205,15
198,30
88,1
75,15
64,7
60,4
56,20
55,30
48,1
48,22
48,15
47,7
44,14
575,23
313,27
176,16
147,19
81,22
72,27
48,7
47,2
42,18
41,16
32,11
105,27
86,23
71,27
65,28
46,23
41,7
32,24
31,14
27,4
27,8
22,0
1295,24
90,22
47,22
46,31
39,29
37,5
33,21
33,22
29,31
22,29
21,15
20,5
20,21
14,16
14,24
646,29
47,1
24,1
22,29
21,4
18,1
16,22
14,29
12,27
10,24
10,4
7,3
6,12
2,0
