seq_len,ch_idx
335,12
243,4
241,29
142,21
141,31
133,11
130,9
130,17
128,15
125,30
122,5
120,21
119,4
117,23
103,6
97,10
97,24
92,28
91,16
91,22
90,6
90,13
90,19
90,5
89,9
87,15
83,23
82,1
82,8
81,7
81,19
80,21
75,10
75,16
74,30
74,27
73,29
70,23
70,13
69,18
69,20
69,22
69,14
67,10
67,17
66,0
66,26
66,7
63,10
62,28
60,9
59,25
58,26
62,6
54,6
52,9
51,22
51,23
50,8
49,20
49,31
48,3
46,2
50,27
50,24
46,1
44,14
42,7
41,17
40,30
40,31
39,18
39,0
38,4
34,0
34,25
33,26
31,2
31,0
31,1
31,25
31,26
31,27
30,19
30,20
29,30
29,3
29,15
27,21
26,12
30,8
23,5
22,11
22,2
22,25
22,27
21,1
21,8
21,14
20,18
20,19
19,22
19,24
18,5
17,13
16,4
15,29
21,3
20,28
19,11
15,16
15,12
15,2
14,3
14,14
12,18
11,20
10,28
10,11
9,13
9,16
8,24
7,7
7,15
7,31
7,17
7,29
6,12
