seq_len,ch_idx
2048,31
2048,5
2048,26
2048,27
2048,8
2048,1
2048,17
2048,13
2048,17
2048,26
2048,13
2048,1
2048,13
2048,29
2048,16
2048,21
2048,28
2048,27
2048,19
2048,21
2048,20
2048,19
2048,19
2048,21
2048,31
2048,25
2048,17
2048,16
2048,18
2048,29
2048,27
2048,28
2048,12
2048,2
2048,3
2048,24
2048,6
2048,31
2048,21
2048,29
2048,1
2048,29
2048,10
2048,7
2048,23
2048,5
2048,31
2048,14
2048,7
2048,10
2048,10
2048,14
2036,4
2048,4
2003,18
2018,24
1987,21
1951,10
2023,7
2048,24
1967,28
1819,12
2048,29
1783,11
1835,2
1770,2
1761,0
1777,13
1746,26
1831,15
1755,0
1746,13
1733,12
1751,7
1681,11
1677,14
1794,18
1595,25
1592,4
1642,25
1555,25
1557,2
1535,15
1614,3
1514,10
1500,10
1497,6
1486,8
1514,16
1474,0
1461,12
1451,0
1450,25
1457,11
2048,11
1375,26
1328,14
1315,18
1310,10
1313,6
1291,20
1276,22
1264,4
2048,14
1253,23
1249,24
1215,18
1195,14
1710,7
1177,14
1261,31
1131,2
1093,6
1081,13
1116,18
1098,16
1231,16
1245,11
1060,9
1047,4
1032,20
1047,23
1017,1
1012,23
993,20
1014,14
992,9
1061,3
947,14
937,2
983,9
935,20
930,21
925,6
1097,17
896,4
933,28
854,9
900,28
1141,13
921,8
819,30
845,29
811,11
951,22
979,5
785,11
1620,7
750,25
801,15
817,26
738,16
782,25
732,11
724,22
1115,11
729,30
698,30
681,5
671,24
684,26
676,20
655,16
674,6
648,28
685,19
645,19
638,31
629,27
649,3
601,21
620,6
607,28
592,4
587,8
672,8
572,24
573,8
639,30
727,3
557,15
636,2
551,2
547,8
583,2
518,17
513,8
541,17
525,8
519,21
495,9
503,22
476,4
489,9
466,3
470,23
467,23
449,22
447,0
623,0
488,15
421,0
435,22
435,22
420,3
657,3
416,15
412,22
405,0
423,18
422,12
396,18
417,6
403,26
399,0
386,6
376,18
2018,20
367,5
365,4
352,20
508,24
345,28
368,8
350,30
343,30
341,3
333,9
331,1
1848,30
1802,9
353,19
350,15
335,6
332,5
326,27
319,16
378,24
322,24
311,0
411,16
301,23
410,4
297,0
293,4
288,0
491,9
365,19
294,15
291,8
283,9
277,30
589,9
291,9
266,28
292,16
272,27
265,5
260,16
470,30
284,30
266,8
262,27
251,3
334,12
240,30
232,12
232,30
357,12
327,28
237,9
237,19
225,13
257,20
249,19
245,3
222,8
211,6
218,5
215,5
210,5
205,15
202,15
195,15
217,27
214,19
201,5
193,27
201,23
180,30
180,27
175,8
260,30
189,17
171,17
170,30
274,1
197,22
186,1
180,22
170,1
169,22
163,1
480,3
187,17
160,22
149,22
145,22
143,12
142,22
136,12
135,22
232,5
189,5
143,15
122,15
1849,12
137,28
125,5
121,9
116,29
127,23
110,22
154,23
133,23
106,23
103,23
99,23
1811,25
239,9
101,3
97,30
97,24
96,5
92,15
90,29
99,20
85,27
85,20
84,27
81,20
91,1
90,19
75,1
65,19
77,3
70,6
58,17
57,5
55,23
1237,17
57,19
52,23
50,31
45,27
50,26
50,26
44,22
41,26
157,27
142,22
99,30
77,15
22,27
39,22
27,23
22,30
17,19
272,1
272,15
64,1
51,31
26,15
26,1
24,26
21,0
17,22
17,24
15,31
14,15
14,5
13,1
10,26
1,9
