seq_len,ch_idx
2048,10
1388,26
837,6
824,16
762,21
2048,13
759,19
739,20
726,21
962,15
712,11
705,6
702,26
749,0
681,19
2048,7
698,2
691,4
689,28
657,17
746,12
654,11
646,28
760,14
664,30
625,14
611,11
715,30
613,15
596,25
591,14
585,16
580,9
553,18
1118,19
540,6
599,2
531,11
536,17
721,3
491,11
488,29
487,28
514,30
481,22
488,2
457,9
514,30
484,25
453,28
442,5
477,24
458,3
549,14
464,14
503,24
503,13
435,21
449,24
432,20
401,20
503,12
474,24
427,12
556,11
385,27
709,8
470,19
412,10
384,9
384,6
383,10
382,13
381,23
525,3
429,1
421,7
392,12
375,4
369,2
624,18
388,12
359,20
359,2
352,10
350,0
349,17
348,30
346,6
343,1
725,4
659,4
344,2
339,4
339,31
822,0
412,16
399,0
352,16
337,2
337,16
330,22
322,19
313,31
347,31
328,31
327,17
317,8
311,31
310,17
305,8
302,21
314,18
308,6
304,18
301,5
300,1
344,2
308,29
300,4
298,6
294,30
287,5
285,27
324,15
323,18
299,9
296,5
282,1
280,23
278,9
276,5
276,25
325,0
273,8
486,4
364,19
327,9
269,4
266,17
263,18
261,1
261,26
260,8
251,14
2048,9
258,3
257,24
257,8
257,3
256,24
251,5
251,0
249,22
292,1
253,28
252,1
251,31
241,2
233,20
285,20
260,28
254,31
254,23
246,24
235,25
234,14
232,28
223,21
266,23
243,23
238,29
238,23
237,29
235,7
234,13
232,23
226,17
223,24
252,29
252,30
240,5
240,15
234,25
229,26
221,10
210,27
208,1
227,17
221,0
205,7
227,15
224,8
221,25
201,26
192,31
188,1
181,25
239,19
221,11
200,26
196,3
190,18
189,9
186,8
186,23
181,25
178,26
176,0
187,12
175,7
173,8
170,0
162,12
161,15
212,15
173,8
167,15
166,17
163,26
155,7
154,27
1777,27
340,3
207,23
197,3
186,23
181,26
178,15
162,3
161,16
151,22
151,10
143,13
141,8
994,13
274,25
244,17
193,3
181,19
158,9
149,23
148,26
146,15
138,17
136,24
813,28
227,12
226,27
151,12
150,19
148,27
137,21
135,22
133,10
132,8
132,26
132,24
576,12
173,21
161,18
149,6
129,10
119,25
119,17
118,29
117,16
116,30
112,28
419,31
241,18
206,22
124,18
117,22
112,31
110,2
110,17
107,18
107,22
104,2
152,20
139,4
96,7
92,23
1496,31
140,22
94,29
91,14
87,22
81,29
81,0
161,22
119,29
117,3
116,28
107,19
101,20
100,11
90,9
84,22
79,1
77,29
77,25
76,18
76,3
76,24
403,5
120,5
103,5
102,6
91,16
76,5
69,6
69,16
66,5
170,21
149,21
91,29
76,21
74,14
71,11
64,29
63,18
62,16
60,21
59,6
58,14
57,20
51,31
261,25
199,25
94,21
84,11
62,28
56,27
51,10
51,29
49,22
49,23
837,20
253,5
137,27
112,4
90,22
88,5
52,3
44,27
40,20
38,4
38,30
37,7
32,13
155,16
107,24
104,10
85,29
69,23
69,16
35,20
35,24
30,2
30,10
29,30
25,29
24,22
23,23
1184,1
102,7
68,13
67,7
38,30
36,0
30,12
21,13
20,8
18,27
17,15
17,30
17,7
15,0
15,12
108,15
22,24
4,1
