seq_len,ch_idx
2048,18
1960,31
829,30
813,20
1059,16
717,9
685,26
662,5
686,26
682,13
649,25
644,28
691,10
678,2
621,9
615,20
1281,30
600,11
710,21
668,16
570,25
564,23
567,16
555,12
541,2
539,30
523,14
521,28
525,4
513,21
507,30
873,5
521,8
518,21
515,6
495,26
1230,5
493,1
486,13
477,29
922,16
604,27
516,27
491,20
468,17
461,2
522,0
491,26
472,7
468,18
454,27
451,21
444,7
515,7
446,21
552,21
436,27
667,22
430,22
2048,19
429,18
1283,6
758,2
400,25
400,0
396,1
395,6
395,5
390,28
433,11
388,10
378,15
373,2
554,24
374,29
371,11
388,16
371,4
359,7
356,2
356,24
1561,5
1281,10
1088,11
361,13
360,4
343,23
373,11
360,29
344,4
340,8
1676,1
1426,23
496,9
441,22
393,29
375,9
350,29
341,10
328,22
395,17
363,1
360,14
329,11
327,1
325,8
325,25
320,14
384,19
354,26
329,8
316,19
315,26
313,6
313,22
312,8
310,7
306,31
304,29
301,5
827,2
393,3
378,23
363,9
321,21
317,14
314,22
309,15
297,6
296,9
1376,19
297,17
292,28
289,12
286,27
281,21
584,3
438,4
344,9
306,8
287,14
285,4
280,25
278,9
278,2
275,21
274,7
329,25
283,15
272,17
264,15
512,8
313,22
307,16
268,13
262,7
256,17
255,14
825,0
313,0
298,1
283,30
275,24
262,13
255,5
249,1
244,28
342,4
313,11
273,17
255,10
251,29
249,11
241,4
239,31
2048,13
294,8
269,27
241,20
239,27
235,4
228,28
226,10
221,19
462,29
261,26
259,4
249,14
247,19
242,29
237,26
234,4
227,14
226,8
217,29
636,2
405,12
283,30
235,2
231,20
227,12
215,18
214,15
212,0
209,31
207,26
2048,12
283,31
236,10
206,31
206,0
202,9
198,8
196,29
195,23
2048,15
223,30
207,30
207,3
199,16
199,5
197,9
194,30
194,31
194,14
192,26
192,21
188,19
187,3
185,15
182,24
221,10
218,21
216,3
189,22
188,12
188,10
187,31
182,0
177,25
232,3
224,8
205,28
192,16
190,3
180,8
168,1
167,15
167,29
166,20
163,24
434,24
221,9
213,0
195,6
182,9
178,8
172,3
172,0
169,24
167,1
167,19
166,25
156,17
151,20
151,12
412,9
162,26
162,17
158,16
157,9
157,26
155,24
154,31
153,11
153,0
151,21
150,17
147,1
146,19
145,23
145,22
145,6
365,3
348,24
239,3
214,31
199,24
198,3
158,29
154,3
151,29
150,2
150,6
148,7
148,12
145,31
142,3
140,29
140,8
139,18
138,21
134,2
133,30
227,24
183,24
146,16
136,8
136,10
135,4
133,27
133,16
132,8
131,10
125,4
123,26
121,27
253,17
178,16
156,22
143,8
143,17
141,16
136,6
129,22
129,25
128,24
124,8
121,3
173,13
166,21
128,18
125,27
113,14
112,23
110,7
110,3
110,31
110,13
108,4
1329,22
844,17
194,15
148,12
141,7
107,25
106,24
104,3
103,17
102,18
101,26
99,21
99,27
98,0
91,2
155,28
145,28
123,12
110,28
107,22
107,12
106,14
104,6
102,25
100,19
96,3
93,26
90,21
86,29
84,0
532,0
380,0
190,14
111,30
98,27
96,0
81,14
79,30
76,23
72,27
646,18
309,18
187,14
112,22
100,6
83,18
80,24
80,14
79,22
79,28
78,6
77,12
77,25
75,16
74,18
71,20
70,24
69,27
69,29
68,14
66,22
65,28
64,4
64,31
164,6
99,18
73,20
67,28
66,21
65,6
61,23
58,12
826,25
742,6
471,10
382,20
381,15
146,25
134,17
122,1
93,10
92,18
75,20
70,7
67,15
63,3
61,27
57,25
52,6
51,17
50,12
49,31
48,0
48,26
47,1
46,10
44,30
42,20
101,5
96,13
67,5
56,14
53,13
52,5
49,14
48,28
45,0
45,23
38,1
36,7
35,13
34,5
34,19
33,14
33,28
1619,7
141,13
76,13
50,11
50,29
49,13
42,11
41,15
37,28
30,0
29,29
29,12
28,26
28,31
21,18
775,20
194,11
140,20
41,11
40,15
39,19
36,28
36,27
33,20
29,11
23,23
22,10
21,1
21,15
19,19
19,28
17,24
17,27
14,20
14,31
11,11
2048,23
159,17
60,4
42,9
36,4
33,17
30,1
26,15
25,30
24,7
21,9
21,24
20,4
18,17
16,11
14,25
8,1
5,15
5,30
3,10
1,7
