seq_len,ch_idx
2048,25
2048,6
2048,26
2048,23
2048,1
2048,4
2048,0
2048,14
2048,29
2048,29
2048,28
2048,17
2040,22
2048,28
1989,7
1839,26
1808,30
2022,7
1487,16
1450,28
1258,3
1514,27
1219,20
1201,7
1190,4
1189,20
1906,9
1139,3
1089,15
1081,16
969,19
967,9
998,27
913,27
901,18
871,12
841,8
822,20
818,0
813,21
859,15
783,24
1163,21
697,21
710,1
690,13
662,1
652,2
654,12
672,12
633,0
633,2
624,12
636,19
1480,24
584,5
571,5
641,1
500,20
496,13
655,5
1062,8
448,22
783,13
422,18
411,18
415,22
410,2
387,5
394,21
355,21
342,8
333,30
362,13
350,25
317,31
488,11
297,31
309,17
243,2
229,31
225,22
798,2
236,17
219,10
275,11
215,11
202,11
193,10
2005,10
174,11
259,3
176,10
167,3
142,25
201,14
153,14
147,14
137,25
132,10
117,23
145,14
114,25
221,18
95,18
91,18
90,11
88,18
1132,8
165,24
88,23
76,17
595,5
76,30
62,11
61,30
50,6
121,6
48,24
29,16
151,19
31,19
24,19
23,6
18,23
15,13
339,31
145,31
