seq_len,ch_idx
1720,8
1556,4
843,0
801,14
731,3
712,17
518,25
503,1
464,19
431,14
427,16
417,20
383,30
429,13
379,22
364,23
359,28
353,13
2048,22
394,25
359,15
330,6
310,16
326,29
263,21
262,17
255,21
275,18
227,25
221,26
300,9
209,26
203,10
187,18
184,18
482,6
488,5
224,11
180,27
162,27
151,9
177,5
169,27
141,28
103,10
176,7
141,7
119,30
96,12
392,12
161,24
87,24
684,11
52,20
48,29
37,1
30,24
34,15
25,23
23,10
23,7
14,2
13,31
4,2
