seq_len,ch_idx
761,15
701,5
640,8
651,30
1338,21
604,23
600,23
496,15
511,3
497,14
491,3
473,1
448,1
441,18
411,16
415,11
479,19
446,24
403,15
446,14
382,18
376,16
372,22
778,25
433,13
380,25
368,11
351,23
1382,0
349,2
352,9
345,8
343,30
338,15
336,9
405,3
321,9
355,29
321,9
309,30
292,24
292,31
283,17
720,19
280,31
273,12
259,20
346,26
249,26
238,26
262,6
211,6
231,29
215,29
215,28
203,25
198,8
234,5
203,5
185,10
184,22
261,22
201,21
186,5
790,20
169,20
168,30
224,10
165,10
159,7
157,24
157,13
223,13
174,6
159,13
159,10
153,6
151,13
151,29
246,26
155,7
143,9
142,20
121,22
388,17
149,12
137,4
124,4
122,12
120,24
113,4
398,18
237,31
204,18
121,14
106,16
106,3
120,28
105,17
103,28
103,6
101,17
130,1
99,7
83,27
82,7
76,27
69,1
64,7
713,27
339,28
153,10
1318,4
45,0
45,17
64,11
75,12
60,12
426,2
33,14
22,2
14,19
58,2
39,11
21,31
20,16
9,28
6,2
