seq_len,ch_idx
2048,18
1695,23
837,21
755,20
671,1
670,28
604,19
612,16
615,19
561,30
554,24
566,6
478,7
558,12
539,7
517,9
409,9
410,7
413,15
390,16
366,30
362,27
343,17
357,26
342,6
1279,20
336,26
335,29
323,0
314,5
343,28
304,8
299,10
316,17
314,5
306,11
596,1
275,13
262,28
549,30
402,11
245,30
247,17
239,31
236,11
236,15
231,31
484,6
235,5
221,6
530,25
334,14
203,25
226,14
202,14
197,31
232,31
222,11
207,14
195,15
184,24
181,22
196,26
184,12
184,0
179,26
172,12
368,3
207,3
197,3
153,22
683,13
202,27
159,17
153,22
144,27
141,12
774,29
242,25
150,29
148,14
148,0
134,15
125,6
137,9
115,9
122,4
108,4
105,4
101,27
128,3
107,4
95,3
113,10
99,2
99,10
96,2
90,22
89,2
167,8
97,8
75,8
1117,13
76,7
166,22
138,10
42,8
84,2
48,27
2048,25
341,2
67,4
39,31
21,15
95,0
34,24
30,19
11,11
323,21
70,5
63,16
46,21
31,10
29,0
18,24
16,5
10,17
7,16
