seq_len,ch_idx
2048,7
2048,15
2048,6
2048,14
2048,4
2048,12
2048,4
2048,28
2048,17
2048,17
2048,24
1841,30
1718,11
1556,23
1504,23
1488,18
1393,11
1397,24
1231,25
1144,13
1132,27
1077,22
1059,0
1056,25
1151,1
1058,1
1162,3
1195,29
1093,1
949,1
1020,29
940,10
910,18
882,2
859,27
811,0
779,8
754,9
829,28
715,18
710,10
810,27
663,29
631,15
986,13
941,6
612,25
895,27
683,0
517,5
509,28
562,12
501,16
502,18
490,6
701,31
411,5
677,19
525,5
507,19
416,5
412,8
410,21
418,10
378,5
413,10
371,7
351,31
350,8
343,0
338,23
320,31
407,16
275,26
287,22
268,22
360,22
316,26
253,21
323,26
249,21
315,21
263,26
261,2
335,25
239,15
232,13
201,20
188,20
273,5
221,20
193,3
167,19
160,3
184,2
153,16
143,9
137,16
383,9
151,8
146,2
134,21
95,19
99,26
91,26
99,9
74,9
2048,20
116,3
75,26
68,9
115,12
99,21
60,2
48,2
47,3
113,30
57,8
43,16
37,30
34,8
138,31
31,31
40,14
519,16
46,19
21,14
6,7
