seq_len,ch_idx
2048,31
2048,5
2048,26
2048,8
2048,1
2048,17
2048,13
2048,29
2048,16
2048,19
2048,19
2048,31
2048,18
2048,29
2048,27
2048,28
2048,12
2048,2
2048,6
2048,31
2048,29
2048,14
2048,7
2048,14
2048,4
2048,21
2048,7
2048,24
2048,2
2048,26
2048,15
2048,13
2048,12
2048,7
2048,18
2048,25
2048,10
2048,10
2048,6
2048,8
2048,0
2048,12
2048,11
2048,26
2048,14
2048,10
2048,22
2048,14
2048,23
2048,24
2048,18
2048,6
2048,16
2048,11
2047,4
2032,20
2012,23
1993,20
2014,14
1947,14
1935,20
1930,21
1900,28
2048,13
1921,8
1817,26
1676,20
1648,28
1645,19
1649,3
1601,21
1587,8
1557,15
1636,2
1470,23
1467,23
1416,15
1417,6
1399,0
2048,20
1345,28
1353,19
1326,27
1297,0
1293,4
1294,15
1291,8
1260,16
1357,12
1245,3
1210,5
1205,15
1202,15
1195,15
1201,5
1180,22
1137,28
1103,23
1101,3
1090,29
1085,27
1077,3
2048,17
1057,19
1045,27
1044,22
1099,30
1077,15
1027,23
1051,31
1026,15
1017,22
1015,31
1003,29
996,6
985,0
974,10
972,30
950,6
946,9
943,19
941,9
944,9
931,1
930,9
921,1
956,26
937,9
920,9
897,5
893,19
890,5
1458,11
885,19
869,20
891,23
859,23
2048,5
883,22
910,23
822,1
802,23
832,8
805,25
798,19
847,22
803,1
855,24
832,2
782,9
1555,28
773,1
764,6
757,12
761,21
859,21
803,4
758,23
734,24
744,10
717,10
716,17
774,29
700,10
683,27
676,29
671,27
744,12
687,19
681,12
676,10
696,28
667,9
666,28
655,22
947,19
678,28
673,19
620,11
1402,25
683,25
612,30
603,31
639,0
598,1
589,28
618,2
583,31
677,16
572,1
758,16
674,1
559,1
575,5
731,5
659,5
641,5
550,3
535,3
531,27
523,25
511,25
696,3
577,3
523,21
517,30
517,3
516,17
502,4
499,9
493,8
483,27
483,3
480,9
559,4
529,25
481,25
479,30
467,25
482,4
473,25
447,9
447,9
535,12
445,12
1389,29
445,4
432,12
425,11
392,13
408,30
406,30
388,30
384,30
582,18
568,18
425,18
421,30
381,7
397,25
384,25
368,25
438,24
361,24
815,17
364,17
350,17
345,17
350,17
343,7
338,17
336,27
328,24
553,13
313,7
591,0
324,25
308,16
344,18
314,29
385,30
350,0
289,30
286,16
281,2
890,11
344,27
289,11
2048,24
256,3
252,25
244,18
242,5
320,7
309,7
293,7
243,7
305,18
298,17
283,11
237,30
236,18
233,21
233,20
712,17
254,4
236,27
228,0
218,17
216,7
288,13
208,13
201,3
218,26
207,26
206,11
195,26
318,27
211,30
192,27
189,11
188,4
183,2
506,9
234,2
272,0
259,8
189,24
329,7
239,0
213,30
156,7
144,0
135,2
148,2
139,30
139,31
132,2
126,8
170,11
163,30
2020,7
214,13
149,30
130,31
126,27
125,0
119,25
113,9
112,4
102,8
131,26
112,26
97,3
97,9
93,26
93,24
597,10
477,13
148,27
124,3
90,22
87,30
305,21
146,11
72,11
71,17
2048,16
153,4
106,24
75,13
61,2
81,13
78,13
75,6
62,0
60,13
56,6
223,21
160,21
87,18
66,21
55,18
54,31
41,0
107,22
105,22
73,22
50,16
38,13
31,22
44,4
42,16
27,2
1248,22
101,21
27,4
1555,1
121,24
119,11
87,18
55,24
14,16
9,9
