seq_len,ch_idx
2048,4
2048,2
2048,23
2048,11
2048,28
2048,9
1887,22
1851,6
1838,6
1766,30
1752,7
2048,5
1559,15
1547,15
1427,25
1467,7
1388,11
1251,14
1129,27
931,17
776,3
784,17
671,0
628,18
726,12
635,21
654,31
527,3
522,31
520,13
518,24
502,26
473,26
445,26
442,13
381,1
828,24
379,1
343,21
2048,18
377,14
284,10
280,10
271,10
265,0
2048,16
220,20
285,20
198,20
169,13
198,29
168,29
121,8
141,29
178,19
194,19
175,8
109,8
62,19
55,8
35,19
23,12
22,1
27,29
