seq_len,ch_idx
427,6
331,31
259,24
259,9
257,13
248,9
246,1
241,29
240,9
233,9
225,2
224,8
217,1
210,24
201,6
190,19
185,27
184,1
183,11
182,1
181,5
179,28
179,23
176,9
171,13
171,29
156,7
156,18
155,22
153,29
153,16
149,18
148,24
147,15
147,21
146,19
142,26
141,19
139,11
139,10
137,9
135,17
134,12
134,17
132,0
131,10
131,13
131,18
130,30
130,7
129,19
129,11
128,1
128,8
131,14
126,5
126,31
124,25
124,6
124,9
123,22
122,24
122,12
121,14
121,2
119,16
119,15
119,14
121,30
117,30
116,5
115,4
115,7
112,1
112,16
111,23
110,29
110,12
110,19
108,2
108,8
107,14
108,23
106,6
106,31
106,14
105,23
104,17
103,11
103,31
103,20
103,30
102,16
102,8
102,29
102,13
101,15
101,6
100,7
100,16
100,26
99,5
98,13
98,6
97,31
102,7
101,15
100,25
98,7
97,30
97,25
95,11
95,19
95,4
95,18
94,1
94,14
93,7
93,26
92,25
92,29
91,0
91,21
91,11
91,18
91,31
90,10
89,2
89,15
89,22
89,16
88,8
88,11
88,17
87,3
87,24
89,15
87,14
87,21
87,27
86,0
86,12
85,20
84,14
84,3
83,27
83,4
82,31
81,21
81,3
81,27
81,8
80,28
80,19
80,1
80,6
80,31
80,15
79,14
79,7
79,21
79,26
79,22
79,16
79,0
78,18
78,13
77,4
77,5
77,24
75,10
84,20
78,28
76,27
76,5
76,23
75,20
75,12
74,18
74,21
72,13
72,6
72,9
71,30
71,15
71,7
71,16
70,28
70,4
70,25
69,18
69,21
68,22
68,2
68,17
68,29
68,3
67,24
65,10
65,9
72,23
71,28
67,13
67,20
67,23
67,28
66,13
66,29
65,6
65,4
64,28
63,30
63,3
63,13
62,14
62,17
62,11
61,26
61,27
61,6
61,1
61,4
61,24
61,23
61,28
61,30
60,0
60,25
60,12
60,14
59,17
59,16
59,22
59,11
59,29
59,26
57,6
56,4
56,31
60,3
60,5
57,20
57,0
56,27
56,8
56,20
54,17
54,0
54,26
53,5
53,8
53,9
53,21
53,3
52,13
52,7
52,22
52,23
52,5
52,8
52,12
51,6
51,19
51,31
50,9
50,21
50,17
49,25
49,2
49,13
49,7
49,15
48,22
48,5
48,12
47,16
47,4
47,19
47,31
61,2
48,28
47,21
46,25
46,0
46,4
45,19
45,20
44,28
44,3
44,21
44,25
44,4
44,17
44,26
43,2
43,23
43,5
42,18
42,19
42,20
41,3
41,21
41,25
41,0
41,4
41,17
41,2
40,5
40,15
40,18
40,12
40,29
40,24
40,10
40,20
40,28
39,3
39,21
39,0
39,4
39,17
39,27
39,14
38,23
38,22
38,5
38,15
38,19
37,29
37,11
36,24
36,10
40,26
39,0
39,8
36,10
36,3
35,12
34,11
34,10
34,18
33,3
33,4
33,25
33,26
33,28
33,0
32,23
32,8
32,11
32,15
32,19
31,22
31,5
31,18
31,31
31,1
31,9
30,3
30,4
30,25
30,26
30,28
30,21
30,0
30,23
30,30
29,8
28,19
28,5
28,18
27,7
27,13
27,14
27,29
27,1
26,6
26,24
33,30
32,10
31,10
28,25
28,20
27,26
25,17
24,15
24,22
24,2
24,24
23,0
23,25
22,20
22,26
22,17
21,30
21,18
21,10
21,15
21,22
21,11
20,2
20,8
20,14
20,7
20,31
20,1
20,6
19,4
19,25
19,17
19,30
18,12
18,15
18,22
18,5
17,2
17,23
17,14
17,7
17,27
16,13
16,16
16,1
15,9
36,27
29,27
28,27
25,12
24,16
23,20
19,27
19,10
18,12
17,2
17,30
17,16
16,24
16,29
16,3
16,20
16,22
15,26
15,27
15,10
15,12
15,2
14,28
14,30
14,8
14,16
14,11
14,24
13,29
13,31
13,1
13,9
13,3
13,20
13,22
13,26
13,27
13,0
13,10
12,12
12,2
12,28
12,30
12,21
11,8
11,16
11,23
11,18
11,11
11,7
11,19
11,24
11,29
10,31
10,1
10,13
10,6
10,9
10,3
10,20
10,22
10,26
9,27
9,0
9,10
9,12
9,25
9,2
9,28
9,30
9,17
9,21
8,8
8,15
8,16
8,23
8,18
8,11
8,14
7,7
7,19
7,24
6,29
6,31
6,1
5,13
5,6
5,9
