seq_len,ch_idx
2048,5
2048,26
2048,8
2048,1
2048,17
2048,13
2048,29
2048,16
2048,18
2048,29
2048,27
2048,28
2048,2
2048,31
2048,29
2048,14
2048,7
2048,14
2048,4
2048,21
2048,7
2048,24
2048,26
2048,13
2048,12
2048,7
2048,10
2048,10
2048,6
2048,0
2048,26
2048,22
2048,14
2048,23
2048,18
2048,6
2048,4
2048,20
2048,20
2048,14
2048,14
2048,20
2048,21
2048,28
2048,13
2048,8
2048,28
2048,15
2048,2
1970,23
1916,15
1845,28
1826,27
1793,4
1857,12
1745,3
1705,15
1695,15
1680,22
1603,23
1590,29
1585,27
1577,3
2048,17
1545,27
1544,22
1599,30
1577,15
1527,23
1526,15
1496,6
1474,10
1472,30
1446,9
1443,19
1441,9
1444,9
1431,1
1430,9
1421,1
1456,26
1393,19
1390,5
1359,23
1383,22
1410,23
1302,23
1332,8
1347,22
1303,1
1332,2
2048,28
1264,6
1359,21
1303,4
1234,24
1216,17
1274,29
1200,10
1183,27
1176,29
1187,19
1176,10
1196,28
1447,19
1178,28
1173,19
1120,11
1183,25
1139,0
1098,1
1089,28
1072,1
1141,5
1031,27
1023,25
1196,3
1077,3
983,3
1029,25
979,30
982,4
945,12
945,4
884,30
921,30
897,25
868,25
861,24
1315,17
845,17
843,7
838,17
828,24
808,16
844,18
814,29
850,0
781,2
789,11
743,7
798,17
733,20
736,27
718,17
788,13
701,3
707,26
1006,9
772,0
759,8
656,7
635,2
639,30
649,30
625,0
612,4
602,8
631,26
593,26
1097,10
571,17
578,13
575,6
556,6
660,21
541,0
607,22
550,16
538,13
542,16
601,21
527,4
621,24
509,9
1092,16
962,31
539,31
499,2
575,5
498,24
475,17
464,5
463,20
501,11
452,11
450,11
555,2
523,2
467,2
460,11
448,4
439,13
450,18
431,13
423,21
437,26
416,26
414,11
431,12
445,5
428,5
426,5
417,31
406,5
1712,17
417,4
398,11
423,2
373,8
372,10
362,30
388,16
370,30
355,16
351,30
398,31
348,31
344,6
344,10
342,31
360,8
352,10
333,30
385,5
334,5
318,31
314,5
688,3
490,3
395,3
322,3
310,8
376,0
327,30
308,5
295,6
352,31
341,31
302,30
286,31
278,8
319,0
302,31
295,12
278,3
270,13
286,21
279,21
269,21
260,31
504,11
275,11
268,11
268,16
256,18
250,11
246,21
626,0
236,0
235,31
234,0
232,31
259,31
250,3
225,25
306,11
255,11
225,11
223,19
373,18
239,18
220,12
207,21
203,12
269,18
248,11
202,30
202,12
193,18
273,0
210,31
198,0
189,11
539,15
265,14
198,14
185,31
183,27
175,15
187,9
175,0
194,9
164,9
156,16
151,9
250,19
187,25
164,13
156,16
154,25
150,6
680,25
393,12
308,22
215,12
204,22
179,13
178,12
164,25
163,22
153,12
145,25
140,22
132,31
271,11
140,25
132,25
128,11
128,25
128,12
247,14
136,16
126,16
117,16
117,16
105,16
104,16
102,9
147,20
114,5
108,16
98,7
96,20
95,9
186,24
165,8
122,24
100,18
102,8
100,24
97,16
95,8
93,5
90,24
85,19
211,12
173,18
159,12
158,18
134,2
93,12
92,18
83,8
77,24
65,13
64,7
62,1
70,2
56,2
53,25
179,19
78,19
61,7
48,19
48,7
45,19
131,20
51,24
48,20
39,24
33,20
109,18
43,24
38,18
30,20
24,6
2048,21
27,24
62,1
51,20
13,9
12,1
5,18
