seq_len,ch_idx
2048,4
2048,27
1648,8
825,2
844,9
661,15
645,16
758,18
602,3
2048,22
605,6
647,29
538,24
510,1
496,30
512,19
509,0
462,21
928,14
474,0
422,10
414,21
410,17
416,16
395,16
422,10
377,10
367,24
1897,25
405,16
361,0
348,29
369,23
336,23
357,1
311,1
305,7
304,29
304,7
934,30
277,28
271,31
282,7
274,5
262,3
241,24
253,29
233,17
296,6
260,6
247,15
232,13
232,8
225,22
325,5
238,5
224,7
394,31
204,14
204,11
199,27
199,5
188,3
179,1
172,15
228,6
175,2
232,6
190,20
159,10
149,26
141,14
441,15
164,13
155,30
145,20
152,11
137,11
134,11
148,11
472,26
138,20
115,26
132,13
103,20
135,31
114,31
108,10
92,2
91,28
87,18
141,19
84,19
75,17
114,9
77,9
75,13
68,9
67,2
268,23
89,21
86,23
55,12
111,21
56,12
366,12
93,18
83,13
69,18
61,3
46,5
41,21
41,23
38,7
41,28
37,28
203,28
174,12
23,19
20,24
138,17
125,26
45,0
28,20
25,12
21,19
11,26
7,17
