seq_len,ch_idx
2048,17
2048,13
2048,31
2048,8
2048,26
1864,7
1834,1
1703,10
1656,30
1499,21
1499,28
1461,19
1705,27
1345,2
1341,27
1255,6
1221,25
1214,2
1162,14
1135,0
1100,0
938,9
876,11
795,29
728,4
796,20
669,20
682,16
595,23
598,16
554,18
547,29
717,15
531,15
480,15
465,3
458,16
480,4
449,4
433,16
476,4
400,12
495,23
425,3
364,3
332,29
329,22
330,5
229,12
228,24
219,22
124,11
109,9
105,12
90,12
106,24
87,24
72,18
61,5
36,18
67,5
46,24
31,22
17,5
