seq_len,ch_idx
2048,18
2048,12
2048,9
2048,26
2048,12
2048,11
2048,28
2048,19
2048,27
2048,24
2048,13
2048,25
2048,3
2048,29
2048,3
2048,1
2048,21
2048,18
2048,15
2048,15
2048,0
2048,5
2048,4
2048,4
2048,10
2048,22
2048,2
2048,22
2048,23
2048,12
2048,17
2048,13
2048,3
2048,5
2048,14
2048,11
2048,13
2048,21
2048,1
2048,28
2048,30
2048,6
2048,5
2048,6
2048,18
2048,17
2048,31
2048,8
2048,2
2040,16
2048,8
2004,31
1998,7
1980,7
1971,8
1966,6
1964,29
1947,20
1900,10
1878,5
1924,29
1975,1
1843,7
1730,13
1698,5
1635,12
1647,8
2048,11
1612,8
1628,13
1602,19
2048,24
1538,25
1538,31
1501,0
1536,20
1483,18
1504,3
1480,12
1390,24
1374,23
1392,3
1357,17
1352,24
1344,2
1312,24
1321,17
2048,20
1303,2
1280,14
1246,19
1252,22
1248,22
1238,22
1215,19
1214,15
1195,7
1174,1
1119,14
1118,14
1114,14
1116,22
1075,0
1073,31
1090,29
1022,9
1000,1
1342,8
963,16
947,11
970,21
935,22
925,26
902,30
908,21
894,11
881,6
858,4
857,17
961,23
842,28
840,9
838,23
821,17
831,22
803,19
895,1
824,20
795,1
792,1
778,15
780,9
798,19
720,26
733,27
677,2
662,27
662,19
658,14
1427,14
670,14
652,14
648,16
695,26
624,26
623,29
619,25
907,15
610,26
602,2
600,25
598,28
589,28
579,30
577,9
576,25
573,28
589,16
733,11
599,11
580,23
567,23
560,1
548,23
535,1
685,4
529,21
524,16
519,25
517,3
551,2
502,21
499,21
496,23
1068,31
508,23
484,10
542,10
483,25
481,27
484,15
463,11
456,17
461,9
444,20
435,13
431,25
490,30
477,9
463,15
445,30
429,9
413,21
438,27
454,16
403,30
403,2
396,30
396,2
484,28
403,16
401,28
392,28
390,26
421,16
664,9
390,6
606,27
559,27
375,30
1567,6
394,16
387,30
361,16
358,6
357,16
357,27
336,15
335,28
338,31
364,13
364,13
350,30
338,4
320,7
315,26
314,16
312,26
366,30
322,23
310,25
304,14
371,11
337,9
319,23
293,25
289,11
284,23
281,21
333,31
325,18
302,31
290,18
278,30
376,7
294,28
276,21
836,6
481,6
260,30
867,26
299,26
277,22
275,26
482,14
280,16
260,4
242,14
881,4
272,16
222,31
292,18
236,18
227,18
217,18
222,16
218,28
215,16
203,27
252,27
220,28
204,11
468,10
232,23
232,9
202,17
185,10
182,2
207,27
190,27
180,23
177,9
346,18
196,15
176,27
168,16
274,12
210,12
168,0
167,27
154,21
397,23
159,29
158,27
157,23
155,15
153,10
854,29
233,20
157,29
146,29
146,20
142,29
137,20
152,24
149,3
129,30
185,7
160,9
132,7
112,17
1218,0
967,0
110,24
107,25
105,24
125,28
107,28
105,28
99,10
98,0
139,10
100,10
96,10
93,4
92,10
92,9
89,15
86,4
705,31
570,27
83,31
935,7
381,4
187,4
133,7
89,4
83,7
62,21
62,0
61,3
865,3
239,30
80,25
62,12
53,16
51,4
101,20
83,20
72,4
67,20
52,18
165,24
113,0
74,24
55,9
51,20
44,0
38,21
38,4
56,0
48,0
46,20
33,0
468,25
71,19
52,25
29,19
28,15
27,20
25,25
23,19
15,24
589,10
377,30
93,5
52,10
49,26
21,30
17,17
15,5
12,10
8,26
1,30
