seq_len,ch_idx
402,22
369,15
337,26
311,23
292,31
283,24
279,8
237,13
228,5
220,26
217,26
210,30
210,14
203,0
200,31
197,24
195,26
190,15
185,9
179,7
177,10
168,25
167,4
171,8
166,8
165,18
163,16
162,30
159,12
155,20
153,27
152,7
150,12
149,2
148,15
146,24
143,30
142,31
141,9
139,4
139,17
134,23
133,9
132,30
132,14
131,0
131,16
130,9
130,22
129,11
129,30
128,4
139,25
137,29
125,17
124,29
124,8
124,9
123,2
122,7
122,12
122,21
122,25
121,28
121,27
119,16
119,21
119,13
118,28
118,2
117,31
120,6
115,17
114,2
114,28
113,29
113,0
112,4
111,11
111,19
110,29
110,14
109,30
109,21
105,15
109,19
108,30
108,6
103,6
102,31
102,20
102,4
102,22
101,13
101,6
101,7
101,14
101,18
100,31
100,28
100,15
100,22
99,3
98,31
98,12
95,15
102,18
98,18
98,4
95,22
95,10
95,14
95,18
94,0
93,6
93,24
93,21
92,11
92,19
92,10
92,14
92,18
92,13
91,27
91,6
91,5
91,31
90,23
90,25
89,14
89,30
89,29
89,4
89,13
88,24
88,5
88,31
88,2
87,23
85,15
88,3
88,17
87,3
85,17
85,3
85,10
84,6
84,20
84,11
83,17
83,3
82,13
81,1
81,7
81,6
81,31
80,28
80,17
80,14
78,0
78,5
77,28
77,25
76,22
80,1
80,16
80,3
79,16
78,26
78,27
77,1
77,16
75,19
75,1
74,18
73,26
73,28
73,22
73,3
73,27
73,19
73,1
72,11
72,2
72,24
72,10
72,13
72,18
71,26
71,28
71,15
70,22
70,19
70,1
70,17
70,11
70,14
69,6
68,20
68,9
68,30
68,4
68,23
68,12
67,21
67,26
66,25
78,17
71,8
68,3
68,28
67,17
65,0
65,13
64,12
64,3
64,1
64,17
63,27
63,29
63,18
62,30
62,7
62,13
62,20
62,23
62,8
61,1
61,11
61,19
61,28
60,27
60,29
60,14
59,18
59,5
59,30
59,0
58,6
56,25
56,15
60,9
56,8
54,25
54,17
54,6
54,11
53,27
53,28
53,29
53,10
52,16
52,5
52,24
52,4
52,7
51,20
51,30
51,25
50,6
50,28
49,29
49,19
49,2
49,5
49,4
48,7
48,8
47,30
47,25
49,12
48,16
47,9
46,12
45,26
45,3
45,16
45,9
44,2
44,5
43,14
43,15
43,26
43,1
42,16
42,29
42,9
42,11
42,21
42,17
41,2
41,5
41,7
41,10
41,18
41,14
41,8
40,15
40,31
40,22
40,3
40,16
39,28
39,29
39,6
39,9
39,17
39,19
39,2
39,12
39,5
38,10
38,18
38,13
38,14
38,8
38,24
37,20
37,23
36,31
39,21
37,4
35,19
35,21
35,4
35,12
34,8
34,0
33,21
33,28
33,4
33,9
32,8
32,30
32,15
32,19
31,16
31,28
31,4
31,5
30,9
30,29
30,7
30,0
30,10
30,30
29,15
29,1
29,19
29,16
28,5
28,9
28,12
28,7
28,25
28,11
28,2
27,20
27,0
27,13
27,18
27,10
26,30
26,24
26,31
26,15
25,22
37,23
34,23
33,23
32,23
30,27
28,11
28,20
28,23
27,1
27,11
27,20
27,21
27,23
26,13
26,25
24,24
24,22
24,26
24,1
24,11
23,21
23,23
23,2
23,27
23,13
23,25
23,8
23,14
22,24
22,22
22,26
22,1
22,11
22,20
22,21
21,2
21,3
21,16
21,27
21,12
21,9
21,13
21,6
21,7
21,18
20,25
20,8
20,14
20,0
20,24
20,22
20,31
20,26
20,1
19,11
19,20
19,21
19,23
19,2
19,16
18,9
18,13
18,6
18,7
18,29
18,8
18,14
17,10
17,22
16,31
15,26
38,10
23,27
20,0
17,20
17,27
17,10
16,19
16,5
16,3
16,0
15,12
15,24
15,20
15,27
15,10
15,21
14,19
14,5
14,3
14,0
14,7
14,12
14,29
13,24
13,20
13,1
13,27
13,10
12,21
12,19
12,5
12,3
12,0
12,2
12,7
12,12
11,29
11,25
11,18
11,24
11,17
11,4
11,22
10,15
10,26
10,20
10,1
10,27
10,10
9,21
9,11
9,19
9,5
9,3
9,0
9,2
9,7
9,12
8,29
8,25
8,16
8,23
8,13
8,6
8,18
8,24
8,28
8,17
7,8
7,4
6,22
6,15
4,26
4,31
