seq_len,ch_idx
2048,28
2048,25
1883,1
1059,20
934,1
875,30
833,17
810,27
809,31
1863,15
2048,9
705,4
694,8
684,6
679,31
662,4
665,16
640,1
633,9
631,22
630,4
752,18
621,23
611,18
1298,3
697,12
599,6
596,22
1103,6
1198,27
917,7
584,3
677,8
593,8
579,19
540,19
535,25
517,31
501,3
627,26
498,17
640,5
499,21
492,4
482,5
466,4
462,30
478,9
465,24
457,12
447,22
440,14
438,7
426,17
464,23
434,11
431,19
429,7
425,18
415,27
443,12
408,19
393,16
391,4
442,2
426,11
394,16
388,0
386,27
407,13
384,20
383,23
371,18
932,8
367,10
367,27
605,5
389,20
365,14
363,20
362,21
356,30
1240,13
409,30
388,30
371,14
356,9
989,28
410,2
406,23
354,2
353,12
342,13
525,19
416,27
385,14
363,19
348,5
348,21
339,27
339,14
338,19
361,6
319,30
318,4
315,2
468,11
320,27
318,19
304,28
303,31
420,14
365,6
330,4
312,14
305,21
304,9
295,6
558,0
379,17
293,17
284,5
281,0
1256,31
291,16
281,31
274,1
271,16
317,11
297,8
291,14
281,11
277,22
275,13
273,10
271,8
267,30
1155,11
282,29
268,19
257,21
255,14
1173,7
324,24
323,24
268,7
262,28
260,21
253,7
251,9
250,13
248,24
285,20
257,0
247,20
244,27
244,11
241,17
240,1
239,10
237,6
235,25
234,17
225,27
223,5
383,11
233,1
227,22
218,12
242,29
218,30
208,12
206,25
205,28
203,13
310,24
298,15
257,10
233,24
226,15
221,18
215,30
211,24
206,1
205,15
231,29
225,22
214,29
201,16
199,30
193,22
1889,15
392,12
299,24
241,25
215,12
215,2
206,29
204,11
199,24
196,5
192,4
191,20
184,25
181,3
180,10
173,2
185,26
182,23
166,26
163,23
162,18
228,15
211,17
187,25
178,7
160,24
157,13
264,25
181,19
179,20
177,17
174,25
166,3
165,20
157,19
155,14
153,5
152,27
148,18
147,26
144,1
252,3
216,16
172,3
172,23
157,0
152,28
150,24
145,16
144,19
144,3
142,23
140,0
137,26
134,14
482,21
241,22
160,21
158,22
156,12
151,26
147,21
144,29
140,22
140,3
136,13
136,26
132,0
130,21
125,7
122,24
442,10
346,13
129,29
125,16
112,19
170,29
147,28
136,29
115,17
110,29
101,30
594,14
309,29
175,23
105,12
99,0
98,14
97,17
97,20
91,6
273,24
124,20
120,3
108,11
95,15
92,29
89,23
86,24
81,26
165,7
146,16
129,20
113,17
84,0
84,13
83,2
82,28
81,9
81,29
117,0
109,0
101,10
95,12
87,5
83,0
76,10
74,12
74,5
65,28
64,0
64,23
275,31
158,31
122,10
80,2
77,21
76,18
73,31
70,10
65,26
64,12
63,17
61,2
59,30
59,6
59,21
58,18
58,28
57,31
56,9
53,15
1807,10
180,13
175,22
71,2
58,16
52,13
51,30
49,4
46,1
46,9
42,26
41,23
224,26
132,26
73,2
56,5
56,6
52,9
49,11
46,8
45,26
43,23
39,2
37,12
37,5
36,16
75,21
46,2
36,21
35,18
27,11
26,26
25,29
24,2
91,7
33,3
32,7
31,25
25,4
25,2
24,23
20,21
50,8
38,18
30,8
20,18
16,16
13,22
13,8
11,29
9,0
