seq_len,ch_idx
2048,13
2048,12
2048,18
2048,30
2048,2
2048,29
2048,7
2048,23
2048,22
2048,31
2048,21
2048,9
2048,20
2048,11
1968,28
1971,4
1872,2
1751,0
1747,1
1566,22
1351,8
1281,19
1246,3
2048,12
1227,21
1337,14
1150,9
1042,5
1046,14
1396,16
1044,4
1162,15
1001,15
971,10
936,8
925,5
831,5
873,18
713,18
665,8
624,14
607,17
557,24
553,24
534,25
750,24
501,23
501,14
491,21
533,19
497,26
473,31
481,3
450,19
448,31
458,16
441,16
703,16
434,6
542,13
541,17
454,31
430,16
386,8
374,3
439,17
351,3
325,17
321,3
304,17
2048,6
313,27
312,10
291,10
291,27
286,27
268,10
268,27
240,23
215,17
211,13
348,26
222,26
213,26
206,26
211,26
211,19
178,3
374,27
264,25
204,27
198,19
145,7
351,0
317,0
147,28
136,17
132,0
582,28
125,7
126,11
125,4
255,25
141,26
320,20
217,29
166,29
114,20
91,24
86,24
81,15
75,11
66,24
64,15
164,6
90,11
74,1
59,1
41,1
67,30
49,10
32,30
280,10
30,30
27,7
68,25
38,25
8,25
