seq_len,ch_idx
411,29
342,24
262,19
260,15
227,0
226,24
220,21
215,14
214,10
211,22
210,29
209,2
204,11
200,4
197,30
184,3
183,7
183,10
179,1
172,13
169,21
166,11
165,2
163,2
159,21
153,31
151,9
151,20
150,26
150,3
150,7
149,25
149,28
145,30
144,23
143,8
141,17
140,21
134,6
140,13
138,31
137,8
137,9
132,5
132,20
127,20
127,16
133,27
124,11
123,6
121,22
120,5
120,6
120,28
120,4
119,8
118,5
116,14
114,0
114,19
113,1
113,14
112,2
110,14
108,20
108,23
107,29
106,3
113,12
105,28
105,20
104,30
104,19
104,14
104,1
103,8
102,20
102,3
102,4
101,27
101,30
101,0
99,20
99,21
97,6
97,19
96,29
101,15
96,8
95,26
95,5
95,7
94,13
94,12
94,8
92,26
92,4
92,7
92,9
92,13
91,12
91,8
91,1
91,21
90,5
90,30
90,11
89,15
89,28
89,2
88,26
88,17
88,20
86,5
93,22
92,0
88,13
87,13
86,15
86,18
84,28
84,27
84,19
84,31
83,18
83,22
82,19
82,31
82,15
82,18
82,9
82,22
81,23
81,27
81,14
81,20
81,21
81,4
81,26
81,7
81,16
80,11
79,18
79,9
79,22
78,4
77,0
77,16
79,1
77,27
77,12
76,7
75,28
75,1
74,18
74,15
73,12
73,8
73,26
72,18
72,27
72,25
72,22
72,12
72,7
72,19
72,5
72,11
71,0
71,24
71,30
71,28
71,23
71,13
70,27
70,25
70,22
70,12
69,3
69,20
68,19
68,4
68,16
67,0
67,1
66,13
66,31
65,26
65,6
64,28
64,8
64,13
64,18
63,31
63,4
63,7
63,11
62,26
62,30
62,28
62,8
62,18
61,4
61,11
61,26
61,6
61,14
61,17
61,16
60,29
60,24
60,1
60,8
59,31
59,4
59,12
59,26
59,6
59,14
58,9
57,0
57,30
57,2
56,24
64,25
59,7
57,27
56,3
56,10
55,7
54,15
54,6
54,18
54,31
54,9
53,11
53,3
53,29
52,8
52,15
52,6
52,18
52,31
52,9
51,22
51,11
51,16
51,30
51,2
50,29
50,27
50,0
50,8
50,5
50,18
49,22
49,26
49,4
48,12
48,16
48,10
48,21
45,29
103,25
49,21
48,2
48,17
48,27
47,5
46,6
46,9
46,15
46,10
45,18
45,25
45,5
45,28
44,6
43,31
43,0
43,12
43,15
43,11
43,21
43,16
43,24
42,18
42,25
42,27
42,28
42,31
42,0
41,12
41,15
41,14
41,1
41,4
41,11
41,21
41,2
41,19
40,3
40,24
40,25
40,27
40,26
39,31
39,0
39,8
39,12
39,22
38,14
38,1
38,4
38,11
38,30
37,10
37,3
36,24
46,23
42,16
42,17
41,23
38,16
37,17
37,13
36,16
35,25
35,17
35,13
34,5
34,2
34,10
34,24
33,23
33,16
33,25
33,12
33,6
33,13
33,28
32,15
32,7
32,11
31,19
31,14
31,1
31,3
31,21
31,24
31,20
30,23
30,16
30,27
30,25
30,17
30,12
30,0
29,6
29,13
29,28
29,5
29,15
29,22
29,2
29,26
29,7
28,19
28,4
28,14
28,30
27,21
27,24
24,29
32,10
32,10
31,9
30,17
30,31
30,10
28,1
27,9
27,25
27,17
25,6
25,23
25,10
25,19
25,1
24,22
24,9
24,2
24,20
24,25
24,17
23,12
23,31
23,6
23,23
23,27
23,10
23,19
23,13
23,26
22,1
22,22
22,2
22,30
21,20
21,21
21,29
21,17
21,12
20,31
20,6
20,23
20,10
20,19
20,28
19,13
19,26
19,1
19,5
19,22
18,9
18,15
18,2
18,8
18,30
18,20
17,3
16,14
15,21
15,29
24,23
22,3
17,24
17,29
17,17
17,23
17,3
17,7
17,24
16,29
16,17
16,23
16,10
16,16
15,25
15,9
14,18
14,3
14,5
14,7
14,14
14,30
13,24
13,0
13,29
13,17
13,23
12,10
12,16
12,25
12,9
12,18
12,3
12,5
12,7
12,27
12,28
12,14
12,15
11,30
11,24
11,0
11,2
11,4
11,19
11,11
10,29
10,20
10,17
10,23
10,10
10,16
10,25
10,9
10,18
10,3
10,26
10,31
10,1
9,5
9,7
9,27
9,28
8,14
8,15
8,22
8,30
8,13
8,24
8,0
8,2
8,4
7,19
7,11
7,29
6,8
6,20
6,21
