seq_len,ch_idx
2048,24
2048,6
2048,11
2048,0
2048,11
2048,24
2048,10
2048,27
2048,7
2048,9
2048,1
2048,12
2048,0
2048,0
2048,30
2048,17
1941,16
2038,23
1865,14
2048,27
2048,26
1761,12
1761,14
1585,23
1489,13
1447,2
2048,7
1421,30
1518,5
1381,5
1451,5
1369,13
1261,4
1158,18
1089,31
1054,31
921,14
899,22
882,14
837,31
821,16
814,18
901,22
1402,28
748,23
698,3
690,23
908,22
627,25
627,25
1694,20
673,10
583,28
2048,1
567,22
562,29
588,29
602,8
553,4
511,4
505,8
503,4
557,22
492,9
467,21
465,9
449,21
442,9
549,20
425,29
446,8
426,4
439,20
430,20
565,10
379,12
437,26
964,26
342,10
336,19
362,21
334,21
326,13
337,4
307,13
282,2
287,19
281,19
270,18
278,2
255,8
245,18
230,2
290,17
244,17
229,17
203,21
210,25
207,15
184,3
314,25
164,15
159,3
251,25
173,3
146,8
158,25
130,28
132,19
115,28
106,19
104,21
95,2
94,28
126,3
71,15
87,15
58,15
95,15
74,15
51,19
70,29
43,29
42,21
21,3
18,8
63,6
6,6
