seq_len,ch_idx
2048,9
2048,2
2048,11
2048,19
1868,23
1784,13
1712,16
1730,15
1653,25
1642,3
1390,24
1326,18
1290,24
1259,12
1173,28
1155,20
995,17
930,18
925,0
896,20
853,5
845,5
977,27
780,20
831,29
664,4
770,1
663,0
595,4
546,21
567,22
466,26
434,26
419,27
356,30
334,1
335,6
690,21
280,17
272,21
269,14
262,14
259,30
377,31
252,28
1564,8
273,31
229,30
226,31
198,14
388,10
167,22
152,22
164,10
559,26
536,6
131,6
142,14
188,22
55,30
80,7
31,7
26,7
19,10
