seq_len,ch_idx
524,16
373,31
314,8
271,6
267,21
260,15
241,1
236,31
223,4
219,27
215,2
211,19
206,20
201,4
194,3
191,20
190,29
182,13
183,7
178,16
173,10
171,21
171,16
169,2
169,11
170,15
170,7
163,20
161,17
152,9
149,30
149,6
143,17
142,15
138,10
138,7
136,30
135,24
134,21
131,20
131,9
129,15
129,30
128,4
130,28
124,11
124,31
123,8
122,25
121,18
120,25
119,0
119,2
119,10
114,16
120,26
118,22
115,28
114,12
112,22
112,27
111,15
111,3
109,4
107,3
132,9
106,15
105,1
104,24
103,11
102,5
102,10
102,6
101,21
101,29
101,30
100,6
100,18
100,1
99,13
99,9
99,28
98,30
97,7
97,16
97,18
95,0
95,7
93,6
92,21
92,1
92,26
91,25
91,7
91,14
90,15
89,11
89,0
89,10
89,30
88,2
87,28
87,27
85,13
89,14
86,21
84,18
84,12
84,14
84,24
83,25
83,17
83,18
82,12
82,14
82,22
81,2
80,30
80,16
80,13
80,31
79,17
79,12
79,14
79,24
78,26
78,1
78,4
77,20
77,29
77,10
77,19
77,8
77,16
76,13
76,31
86,11
82,12
77,29
77,20
77,27
75,22
74,5
74,20
74,27
73,31
73,3
72,18
72,24
72,6
71,11
71,15
70,8
70,13
70,12
70,9
70,22
70,24
69,4
69,11
69,14
69,0
69,2
68,7
68,19
68,27
67,15
67,23
69,0
68,27
67,17
67,22
66,26
65,14
65,20
64,28
64,3
63,18
63,12
63,17
62,9
62,24
62,5
62,11
61,20
61,19
60,13
60,12
60,22
60,29
59,24
59,26
59,2
59,27
58,21
58,19
56,31
63,23
62,5
60,25
58,23
57,20
56,18
56,5
55,0
55,9
54,23
54,4
53,20
53,30
53,31
53,14
52,5
52,12
52,25
52,17
51,22
51,24
51,23
51,28
51,13
51,4
51,11
51,20
51,30
51,7
51,8
51,3
50,25
50,0
50,1
49,23
49,4
49,11
49,26
49,29
48,30
48,6
47,15
47,31
47,10
47,3
51,23
48,14
47,29
47,6
46,14
45,26
45,22
44,9
44,27
43,8
43,13
43,6
43,10
43,3
42,25
42,28
42,22
42,23
41,9
41,27
41,1
41,8
41,24
41,13
41,6
41,30
40,19
40,10
40,3
40,16
40,14
40,26
40,25
39,28
39,5
39,22
39,27
39,17
39,29
39,8
39,11
38,24
38,13
38,2
38,30
37,31
37,7
36,3
49,28
45,1
42,14
41,28
37,18
37,4
37,2
36,21
36,14
35,28
35,12
35,23
35,26
35,1
35,0
34,18
34,29
34,4
34,21
34,16
34,14
33,28
32,1
32,0
32,9
32,29
32,27
32,4
32,2
31,20
31,21
31,16
31,14
31,28
31,22
31,1
30,9
30,24
30,29
30,3
30,27
30,13
30,2
30,7
29,20
29,31
29,15
29,21
29,16
29,28
29,12
29,26
29,22
29,1
28,0
28,18
28,24
28,29
28,17
28,27
28,5
28,11
28,13
28,2
27,19
27,6
27,7
26,20
26,15
109,5
107,3
35,9
31,10
29,9
28,12
28,19
27,3
27,17
26,26
26,5
26,9
25,25
25,19
25,18
25,17
25,7
25,8
25,10
24,31
24,26
24,9
24,25
24,12
23,19
23,18
23,24
23,3
23,17
23,29
22,7
22,4
22,13
22,8
22,6
22,21
22,31
21,16
21,26
21,0
21,5
20,9
20,25
20,12
20,19
20,18
20,23
20,24
20,1
19,3
19,11
19,27
19,29
19,2
18,7
18,4
18,13
18,8
18,30
18,6
18,10
17,20
16,31
16,15
14,26
27,23
23,23
21,5
20,19
20,0
19,8
19,23
19,5
18,19
16,0
16,25
15,17
15,8
15,10
14,21
14,23
14,5
14,19
14,0
14,25
14,17
14,22
13,8
13,1
13,10
13,2
13,11
13,6
13,21
13,30
13,15
12,16
12,23
12,5
12,19
12,0
12,26
12,25
12,12
12,29
12,17
12,18
12,22
12,8
11,28
11,1
11,10
11,2
11,11
11,7
11,6
11,4
11,21
10,30
10,31
10,15
10,16
10,23
10,5
10,19
10,0
10,26
9,25
9,12
9,29
9,17
9,18
9,22
8,8
8,24
8,28
8,1
8,13
8,14
8,10
8,2
8,3
8,11
8,27
8,7
7,6
7,4
7,21
7,30
7,31
6,15
6,16
5,23
